ville,prix_appartement,min_appartement,max_appartement,prix_maison,min_maison,max_maison,loyer_appartement,loyer_min_appartement,loyer_max_appartement,loyer_maison,loyer_min_maison,loyer_max_maison,url,Code_insee
Saulges,1835.0,998.0,3651.0,1265.0,506.0,2531.0,9.3,7.1,12.8,,,,https://www.meilleursagents.com/prix-immobilier/saulges-53340/,53257
La Selle-Craonnaise,1843.0,938.0,3252.0,1197.0,479.0,2394.0,10.2,6.8,15.9,8.8,7.0,12.1,https://www.meilleursagents.com/prix-immobilier/la-selle-craonnaise-53800/,53258
Senonnes,1867.0,1058.0,2639.0,1246.0,499.0,2271.0,10.5,7.3,17.2,9.5,6.8,12.5,https://www.meilleursagents.com/prix-immobilier/senonnes-53390/,53259
Simplé,1954.0,1063.0,3508.0,1567.0,627.0,2661.0,10.2,6.8,16.4,9.9,6.9,13.2,https://www.meilleursagents.com/prix-immobilier/simple-53360/,53260
Soucé,1538.0,805.0,2905.0,1036.0,520.0,2072.0,9.4,6.2,14.4,8.3,6.3,11.2,https://www.meilleursagents.com/prix-immobilier/souce-53300/,53261
Soulgé-sur-Ouette,2117.0,1449.0,3451.0,1417.0,567.0,2281.0,11.0,7.8,15.1,10.4,8.2,12.9,https://www.meilleursagents.com/prix-immobilier/soulge-sur-ouette-53210/,53262
Nuille sur Ouette,2117.0,1449.0,3451.0,1417.0,567.0,2281.0,11.0,7.8,15.1,10.4,8.2,12.9,https://www.meilleursagents.com/prix-immobilier/nuille-sur-ouette-53210/,53262
Thubœuf,1415.0,915.0,2603.0,1186.0,475.0,2107.0,10.2,6.6,17.2,8.7,6.7,11.3,https://www.meilleursagents.com/prix-immobilier/thuboeuf-53110/,53263
Thorigné-en-Charnie,1818.0,991.0,3613.0,1343.0,537.0,2687.0,8.9,6.3,14.8,8.9,6.1,12.4,https://www.meilleursagents.com/prix-immobilier/thorigne-en-charnie-53270/,53264
Torcé-Viviers-en-Charnie,1989.0,1482.0,2984.0,1118.0,447.0,2236.0,9.5,6.5,11.0,8.8,7.3,12.4,https://www.meilleursagents.com/prix-immobilier/torce-viviers-en-charnie-53270/,53265
Viviers En Charnie,1989.0,1482.0,2984.0,1118.0,447.0,2236.0,9.5,6.5,11.0,8.8,7.3,12.4,https://www.meilleursagents.com/prix-immobilier/viviers-en-charnie-53270/,53265
Trans,1850.0,1402.0,2962.0,1225.0,490.0,2450.0,9.6,6.1,14.7,7.9,6.2,11.5,https://www.meilleursagents.com/prix-immobilier/trans-53160/,53266
Vaiges,2043.0,1431.0,3249.0,1442.0,577.0,2884.0,9.5,6.1,12.3,8.6,6.4,12.0,https://www.meilleursagents.com/prix-immobilier/vaiges-53480/,53267
Vautorte,1982.0,1500.0,3151.0,1233.0,493.0,2467.0,9.9,6.6,17.3,8.8,6.1,11.8,https://www.meilleursagents.com/prix-immobilier/vautorte-53500/,53269
Vieuvy,1275.0,761.0,2328.0,1174.0,470.0,2348.0,9.5,6.3,14.6,8.3,6.6,12.0,https://www.meilleursagents.com/prix-immobilier/vieuvy-53120/,53270
Villaines-la-Juhel,1500.0,720.0,2611.0,1073.0,429.0,1980.0,9.6,6.6,17.4,10.0,7.3,13.6,https://www.meilleursagents.com/prix-immobilier/villaines-la-juhel-53700/,53271
Villepail,1451.0,987.0,2484.0,1009.0,404.0,2018.0,8.2,6.2,11.4,,,,https://www.meilleursagents.com/prix-immobilier/villepail-53250/,53272
Villiers-Charlemagne,1902.0,1154.0,3482.0,1508.0,603.0,2578.0,10.7,8.7,14.5,9.9,7.4,11.8,https://www.meilleursagents.com/prix-immobilier/villiers-charlemagne-53170/,53273
Voutré,1925.0,1484.0,2964.0,1118.0,447.0,2236.0,10.5,6.7,17.8,8.3,6.8,12.3,https://www.meilleursagents.com/prix-immobilier/voutre-53600/,53276
Aigné,2508.0,1440.0,3461.0,1815.0,787.0,2818.0,12.1,9.2,15.6,11.8,8.8,13.6,https://www.meilleursagents.com/prix-immobilier/aigne-72650/,72001
Aillières-Beauvoir,1542.0,1008.0,2142.0,1412.0,565.0,2473.0,10.1,8.6,11.6,9.0,6.3,10.7,https://www.meilleursagents.com/prix-immobilier/aillieres-beauvoir-72600/,72002
Allonnes,1539.0,927.0,2074.0,1728.0,1057.0,2646.0,11.9,8.1,19.3,10.9,7.2,14.7,https://www.meilleursagents.com/prix-immobilier/allonnes-72700/,72003
Amné,2407.0,1367.0,3316.0,1567.0,627.0,2661.0,10.6,8.6,14.0,10.0,7.3,12.2,https://www.meilleursagents.com/prix-immobilier/amne-72540/,72004
Ancinnes,1593.0,1053.0,2201.0,1424.0,569.0,2781.0,10.1,6.9,16.2,9.0,7.0,13.7,https://www.meilleursagents.com/prix-immobilier/ancinnes-72610/,72005
Arçonnay,1268.0,624.0,2175.0,1598.0,652.0,2546.0,11.1,7.8,18.2,10.2,8.0,12.6,https://www.meilleursagents.com/prix-immobilier/arconnay-72610/,72006
Ardenay-sur-Mérize,1576.0,1053.0,2288.0,1634.0,654.0,2697.0,10.6,7.8,17.9,9.0,6.7,11.4,https://www.meilleursagents.com/prix-immobilier/ardenay-sur-merize-72370/,72007
Arnage,1637.0,1049.0,2465.0,1845.0,962.0,2950.0,11.3,8.0,17.2,11.3,8.8,14.6,https://www.meilleursagents.com/prix-immobilier/arnage-72230/,72008
Arthezé,1893.0,1022.0,2237.0,1397.0,559.0,2177.0,10.2,7.3,15.8,9.4,6.0,13.0,https://www.meilleursagents.com/prix-immobilier/artheze-72270/,72009
Asnières-sur-Vègre,1855.0,1052.0,2260.0,1276.0,510.0,2552.0,10.2,7.0,16.3,9.4,7.3,11.6,https://www.meilleursagents.com/prix-immobilier/asnieres-sur-vegre-72430/,72010
Assé-le-Boisne,1582.0,1018.0,2225.0,1147.0,459.0,2219.0,10.4,7.1,16.6,8.2,6.8,12.0,https://www.meilleursagents.com/prix-immobilier/asse-le-boisne-72130/,72011
Assé-le-Riboul,1661.0,1032.0,2411.0,1072.0,429.0,2039.0,9.3,7.9,13.2,,,,https://www.meilleursagents.com/prix-immobilier/asse-le-riboul-72170/,72012
Aubigné-Racan,1558.0,1178.0,2051.0,1177.0,476.0,2336.0,9.2,5.7,16.7,9.7,7.4,12.3,https://www.meilleursagents.com/prix-immobilier/aubigne-racan-72800/,72013
Les Aulneaux,1517.0,999.0,2085.0,1415.0,566.0,2582.0,8.4,6.9,11.4,,,,https://www.meilleursagents.com/prix-immobilier/les-aulneaux-72600/,72015
Auvers-le-Hamon,1835.0,1048.0,2254.0,1371.0,549.0,2743.0,9.7,6.6,17.2,8.6,6.3,11.8,https://www.meilleursagents.com/prix-immobilier/auvers-le-hamon-72300/,72016
Auvers-sous-Montfaucon,1599.0,1220.0,2058.0,1668.0,915.0,3011.0,9.8,6.7,15.5,9.2,7.7,11.4,https://www.meilleursagents.com/prix-immobilier/auvers-sous-montfaucon-72540/,72017
Avesnes-en-Saosnois,1608.0,1022.0,2276.0,1203.0,481.0,2405.0,11.7,7.9,19.2,10.1,7.4,13.4,https://www.meilleursagents.com/prix-immobilier/avesnes-en-saosnois-72260/,72018
Avessé,1831.0,1060.0,2237.0,1332.0,533.0,2508.0,10.4,7.2,16.8,8.8,6.9,11.1,https://www.meilleursagents.com/prix-immobilier/avesse-72350/,72019
Avezé,1551.0,983.0,2197.0,1463.0,585.0,2812.0,13.4,9.6,20.2,10.9,8.7,16.7,https://www.meilleursagents.com/prix-immobilier/aveze-72400/,72020
Avoise,1861.0,1045.0,2257.0,1426.0,570.0,2711.0,9.8,6.7,17.2,7.7,5.4,10.3,https://www.meilleursagents.com/prix-immobilier/avoise-72430/,72021
Le Bailleul,1880.0,1015.0,2265.0,1461.0,584.0,2691.0,9.7,6.6,17.2,9.8,7.3,14.0,https://www.meilleursagents.com/prix-immobilier/le-bailleul-72200/,72022
Ballon-Saint Mars,1674.0,1063.0,2418.0,1290.0,516.0,2376.0,9.4,6.4,13.7,9.1,7.7,12.6,https://www.meilleursagents.com/prix-immobilier/ballon-72290/,72023
Ballon-Saint Mars,1674.0,1063.0,2418.0,1290.0,516.0,2376.0,9.4,6.4,13.7,9.1,7.7,12.6,https://www.meilleursagents.com/prix-immobilier/saint-mars-sous-ballon-72290/,72023
La Bazoge,2242.0,1297.0,3115.0,1911.0,764.0,2931.0,11.2,8.3,14.5,10.2,8.7,13.1,https://www.meilleursagents.com/prix-immobilier/la-bazoge-72650/,72024
Bazouges-sur-le-Loir,2345.0,1605.0,3143.0,1600.0,640.0,3018.0,11.2,8.0,15.3,12.1,8.9,16.1,https://www.meilleursagents.com/prix-immobilier/bazouges-sur-le-loir-72200/,72025
Cré-sur-Loir,1847.0,911.0,2217.0,1591.0,636.0,2890.0,9.1,6.3,16.4,9.6,6.8,12.8,https://www.meilleursagents.com/prix-immobilier/cre-sur-loir-72200/,72025
Beaufay,1490.0,949.0,2151.0,1613.0,660.0,2793.0,9.8,7.2,16.5,9.4,7.0,11.6,https://www.meilleursagents.com/prix-immobilier/beaufay-72110/,72026
Beaumont-sur-Dême,2374.0,1818.0,2942.0,1273.0,593.0,2546.0,11.2,8.6,15.1,10.0,7.0,12.8,https://www.meilleursagents.com/prix-immobilier/beaumont-sur-deme-72340/,72027
Beaumont-Pied-de-Bœuf,1554.0,1137.0,2072.0,1244.0,498.0,2317.0,10.5,7.8,18.8,9.2,6.6,11.6,https://www.meilleursagents.com/prix-immobilier/beaumont-pied-de-boeuf-72500/,72028
Beaumont-sur-Sarthe,1400.0,861.0,2362.0,1270.0,508.0,2540.0,9.1,5.7,14.7,9.0,6.3,11.9,https://www.meilleursagents.com/prix-immobilier/beaumont-sur-sarthe-72170/,72029
Beillé,1630.0,1032.0,2347.0,1334.0,553.0,2180.0,10.8,7.2,15.8,9.1,7.5,12.2,https://www.meilleursagents.com/prix-immobilier/beille-72160/,72031
Berfay,1554.0,1095.0,2011.0,1260.0,504.0,2347.0,9.5,6.7,12.1,,,,https://www.meilleursagents.com/prix-immobilier/berfay-72320/,72032
Bérus,1268.0,624.0,2175.0,1784.0,791.0,2765.0,11.4,8.4,14.6,11.0,9.0,14.1,https://www.meilleursagents.com/prix-immobilier/berus-72610/,72034
Bessé-sur-Braye,1885.0,824.0,3381.0,1061.0,424.0,1971.0,9.3,5.9,14.3,9.4,5.8,12.5,https://www.meilleursagents.com/prix-immobilier/besse-sur-braye-72310/,72035
Béthon,1560.0,1042.0,2151.0,1471.0,592.0,2465.0,10.4,7.1,16.7,9.2,6.8,12.1,https://www.meilleursagents.com/prix-immobilier/bethon-72610/,72036
Blèves,1200.0,685.0,2350.0,1210.0,484.0,2372.0,9.8,5.4,17.2,8.9,6.6,12.3,https://www.meilleursagents.com/prix-immobilier/bleves-72600/,72037
Boëssé-le-Sec,1605.0,976.0,2342.0,1279.0,512.0,2140.0,9.6,6.8,16.5,9.1,6.7,11.8,https://www.meilleursagents.com/prix-immobilier/boesse-le-sec-72400/,72038
Bonnétable,1575.0,964.0,2285.0,1323.0,529.0,2478.0,9.2,5.7,15.5,9.1,6.3,11.7,https://www.meilleursagents.com/prix-immobilier/bonnetable-72110/,72039
La Bosse,2366.0,1363.0,4473.0,1617.0,740.0,2674.0,8.2,6.3,11.7,,,,https://www.meilleursagents.com/prix-immobilier/la-bosse-72400/,72040
Bouër,2364.0,1421.0,3448.0,1487.0,650.0,2627.0,13.7,9.5,22.7,10.7,8.5,14.0,https://www.meilleursagents.com/prix-immobilier/bouer-72390/,72041
Bouloire,1804.0,983.0,2552.0,1445.0,578.0,2508.0,9.1,5.6,15.9,9.1,6.3,11.2,https://www.meilleursagents.com/prix-immobilier/bouloire-72440/,72042
Bourg-le-Roi,1230.0,733.0,2300.0,1149.0,460.0,1774.0,11.2,7.9,14.6,11.5,9.4,14.6,https://www.meilleursagents.com/prix-immobilier/bourg-le-roi-72610/,72043
Bousse,1864.0,1017.0,2254.0,1245.0,534.0,2491.0,10.4,7.3,18.7,9.5,7.2,11.5,https://www.meilleursagents.com/prix-immobilier/bousse-72270/,72044
Brains-sur-Gée,1579.0,1199.0,2027.0,1550.0,620.0,2730.0,10.6,8.6,14.3,10.2,8.4,12.2,https://www.meilleursagents.com/prix-immobilier/brains-sur-gee-72550/,72045
Le Breil-sur-Mérize,1543.0,1009.0,2253.0,1366.0,546.0,2091.0,10.2,7.5,17.1,9.1,6.8,11.8,https://www.meilleursagents.com/prix-immobilier/le-breil-sur-merize-72370/,72046
Brette-les-Pins,1964.0,1245.0,2988.0,1705.0,835.0,2555.0,12.4,9.6,18.1,11.0,9.0,14.0,https://www.meilleursagents.com/prix-immobilier/brette-les-pins-72250/,72047
Briosne-lès-Sables,1642.0,1039.0,2374.0,1446.0,579.0,2430.0,10.6,8.1,17.6,8.9,6.6,12.1,https://www.meilleursagents.com/prix-immobilier/briosne-les-sables-72110/,72048
La Bruère-sur-Loir,2029.0,1272.0,2883.0,1299.0,605.0,2408.0,9.2,5.7,14.7,9.8,7.2,13.6,https://www.meilleursagents.com/prix-immobilier/la-bruere-sur-loir-72500/,72049
Brûlon,1802.0,1105.0,2228.0,1284.0,514.0,2382.0,9.2,6.3,15.6,8.3,5.8,11.7,https://www.meilleursagents.com/prix-immobilier/brulon-72350/,72050
Cérans-Foulletourte,1603.0,1228.0,2065.0,1626.0,650.0,2791.0,10.4,6.9,18.8,9.6,7.4,11.8,https://www.meilleursagents.com/prix-immobilier/cerans-foulletourte-72330/,72051
Chahaignes,1573.0,774.0,2272.0,1323.0,627.0,2646.0,9.2,5.7,14.9,9.5,6.2,12.5,https://www.meilleursagents.com/prix-immobilier/chahaignes-72340/,72052
Challes,1541.0,1049.0,2163.0,1609.0,644.0,2671.0,9.9,7.3,16.6,9.2,6.8,12.7,https://www.meilleursagents.com/prix-immobilier/challes-72250/,72053
Champagné,1498.0,1043.0,2184.0,1782.0,713.0,2585.0,10.3,7.9,15.5,10.3,8.1,14.8,https://www.meilleursagents.com/prix-immobilier/champagne-72470/,72054
Champfleur,1543.0,1025.0,2119.0,1567.0,723.0,2587.0,11.2,7.8,18.3,10.1,8.1,11.8,https://www.meilleursagents.com/prix-immobilier/champfleur-72610/,72056
Champrond,1525.0,1067.0,2034.0,1340.0,536.0,2110.0,11.7,7.9,19.2,10.1,7.4,13.4,https://www.meilleursagents.com/prix-immobilier/champrond-72320/,72057
Changé,2109.0,1474.0,2913.0,2094.0,1006.0,2996.0,12.2,8.7,18.6,11.2,8.8,14.5,https://www.meilleursagents.com/prix-immobilier/change-72560/,72058
Chantenay-Villedieu,1822.0,1108.0,2252.0,1285.0,514.0,2464.0,10.1,7.0,17.9,8.3,5.8,10.8,https://www.meilleursagents.com/prix-immobilier/chantenay-villedieu-72430/,72059
La Chapelle-aux-Choux,1447.0,867.0,2108.0,1133.0,473.0,2267.0,9.3,6.7,15.2,9.6,7.1,12.1,https://www.meilleursagents.com/prix-immobilier/la-chapelle-aux-choux-72800/,72060
La Chapelle-d'Aligné,1887.0,996.0,2269.0,1517.0,607.0,2986.0,10.7,6.9,18.1,9.8,6.7,13.4,https://www.meilleursagents.com/prix-immobilier/la-chapelle-d-aligne-72300/,72061
La Chapelle-du-Bois,1554.0,956.0,2235.0,1425.0,570.0,2335.0,9.6,7.2,12.3,9.1,7.1,12.9,https://www.meilleursagents.com/prix-immobilier/la-chapelle-du-bois-72400/,72062
La Chapelle-Huon,1578.0,1130.0,2038.0,1204.0,482.0,2083.0,8.2,5.4,11.1,,,,https://www.meilleursagents.com/prix-immobilier/la-chapelle-huon-72310/,72064
La Chartre-sur-le-Loir,1756.0,936.0,2344.0,1162.0,465.0,2298.0,11.7,7.9,19.2,10.1,7.4,13.4,https://www.meilleursagents.com/prix-immobilier/la-chartre-sur-le-loir-72340/,72068
Chassillé,1602.0,1226.0,2059.0,1294.0,518.0,2589.0,10.6,7.0,17.2,9.0,7.2,11.5,https://www.meilleursagents.com/prix-immobilier/chassille-72540/,72070
Château-du-Loir,1551.0,1030.0,2261.0,1274.0,509.0,2262.0,10.7,7.0,18.5,11.6,7.8,15.6,https://www.meilleursagents.com/prix-immobilier/chateau-du-loir-72500/,72071
Coemont,1736.0,1103.0,2323.0,1209.0,484.0,2418.0,9.4,5.3,16.6,9.9,7.0,13.2,https://www.meilleursagents.com/prix-immobilier/coemont-72500/,72071
Montabon,1548.0,1155.0,2070.0,1383.0,553.0,2474.0,9.1,5.7,16.5,10.1,7.1,12.2,https://www.meilleursagents.com/prix-immobilier/montabon-72500/,72071
Vouvray-sur-Loir,1736.0,1103.0,2323.0,1209.0,484.0,2418.0,9.4,5.3,16.6,9.9,7.0,13.2,https://www.meilleursagents.com/prix-immobilier/vouvray-sur-loir-72500/,72071
Château-l'Hermitage,1601.0,1178.0,2066.0,1569.0,628.0,2469.0,10.4,7.6,16.6,9.0,6.0,11.2,https://www.meilleursagents.com/prix-immobilier/chateau-l-hermitage-72510/,72072
Chaufour-Notre-Dame,1710.0,1222.0,2229.0,1830.0,806.0,2779.0,10.6,8.6,13.9,11.1,8.6,13.6,https://www.meilleursagents.com/prix-immobilier/chaufour-notre-dame-72550/,72073
Chemiré-en-Charnie,1446.0,771.0,2268.0,1378.0,551.0,2756.0,8.4,6.2,10.7,,,,https://www.meilleursagents.com/prix-immobilier/chemire-en-charnie-72540/,72074
Chemiré-le-Gaudin,1604.0,1222.0,2067.0,1571.0,659.0,2932.0,11.2,8.4,14.6,11.2,8.8,14.7,https://www.meilleursagents.com/prix-immobilier/chemire-le-gaudin-72210/,72075
Chenay,1268.0,624.0,2175.0,1680.0,971.0,2231.0,12.4,8.7,15.5,11.1,8.9,14.3,https://www.meilleursagents.com/prix-immobilier/chenay-72610/,72076
Chenu,1848.0,1183.0,2437.0,1120.0,448.0,2240.0,9.1,5.7,14.7,10.1,7.1,12.5,https://www.meilleursagents.com/prix-immobilier/chenu-72500/,72077
Chérancé,1645.0,1030.0,2360.0,1189.0,531.0,2379.0,9.2,5.7,14.1,8.4,6.6,11.8,https://www.meilleursagents.com/prix-immobilier/cherance-72170/,72078
Chérisay,1605.0,1046.0,2247.0,1497.0,599.0,2459.0,12.3,9.2,15.6,9.9,7.5,11.8,https://www.meilleursagents.com/prix-immobilier/cherisay-72610/,72079
Cherré,2366.0,1363.0,4473.0,1904.0,1120.0,2872.0,11.5,7.1,20.4,10.2,7.2,13.2,https://www.meilleursagents.com/prix-immobilier/cherre-72400/,72080
Cherreau,2456.0,1431.0,3633.0,1495.0,665.0,2991.0,12.5,9.2,19.2,10.3,7.8,14.8,https://www.meilleursagents.com/prix-immobilier/cherreau-72400/,72080
Chevillé,1822.0,1104.0,2254.0,1416.0,566.0,2831.0,10.8,7.5,18.5,8.6,5.9,11.4,https://www.meilleursagents.com/prix-immobilier/cheville-72350/,72083
Clermont-Créans,1839.0,1008.0,2238.0,1544.0,618.0,2831.0,10.5,7.2,18.8,9.2,5.8,11.2,https://www.meilleursagents.com/prix-immobilier/clermont-creans-72200/,72084
Cogners,1874.0,818.0,3340.0,1253.0,501.0,2457.0,9.3,5.8,15.0,9.6,6.0,12.4,https://www.meilleursagents.com/prix-immobilier/cogners-72310/,72085
Commerveil,1580.0,1017.0,2217.0,1319.0,528.0,2419.0,12.7,9.7,15.6,9.6,6.0,14.5,https://www.meilleursagents.com/prix-immobilier/commerveil-72600/,72086
Conflans-sur-Anille,1564.0,1112.0,2019.0,1231.0,493.0,2463.0,8.9,6.7,10.2,8.5,5.9,11.8,https://www.meilleursagents.com/prix-immobilier/conflans-sur-anille-72120/,72087
Congé-sur-Orne,2237.0,1301.0,3103.0,1158.0,463.0,2177.0,11.2,9.6,18.9,9.7,8.1,11.7,https://www.meilleursagents.com/prix-immobilier/conge-sur-orne-72290/,72088
Conlie,1749.0,1075.0,2537.0,1447.0,579.0,2675.0,9.1,5.7,16.4,9.2,6.0,12.7,https://www.meilleursagents.com/prix-immobilier/conlie-72240/,72089
Connerré,1968.0,1200.0,2926.0,1503.0,624.0,2421.0,9.2,5.7,14.1,9.1,6.6,12.2,https://www.meilleursagents.com/prix-immobilier/connerre-72160/,72090
Contilly,1266.0,709.0,2278.0,1320.0,528.0,2484.0,12.3,8.2,20.5,10.1,8.6,12.7,https://www.meilleursagents.com/prix-immobilier/contilly-72600/,72091
Cormes,1575.0,1072.0,2145.0,1629.0,652.0,3258.0,9.6,7.3,12.4,8.6,6.2,11.3,https://www.meilleursagents.com/prix-immobilier/cormes-72400/,72093
Coudrecieux,1526.0,983.0,2192.0,1136.0,454.0,2272.0,11.5,8.8,17.2,10.0,7.0,12.7,https://www.meilleursagents.com/prix-immobilier/coudrecieux-72440/,72094
Coulaines,2092.0,1186.0,3702.0,2055.0,1151.0,3175.0,11.9,8.0,19.5,10.5,6.8,14.0,https://www.meilleursagents.com/prix-immobilier/coulaines-72190/,72095
Coulans-sur-Gée,2407.0,1366.0,3317.0,1635.0,654.0,2719.0,10.6,8.5,14.2,11.1,9.4,13.0,https://www.meilleursagents.com/prix-immobilier/coulans-sur-gee-72550/,72096
Coulongé,1579.0,1163.0,2044.0,1294.0,518.0,2437.0,9.8,7.1,12.4,,,,https://www.meilleursagents.com/prix-immobilier/coulonge-72800/,72098
Courcebœufs,1676.0,1068.0,2419.0,1543.0,740.0,2376.0,11.2,9.6,18.9,10.6,8.7,12.6,https://www.meilleursagents.com/prix-immobilier/courceboeufs-72290/,72099
Courcelles-la-Forêt,1598.0,1229.0,2055.0,1329.0,531.0,2571.0,10.3,7.6,16.5,9.4,6.3,11.8,https://www.meilleursagents.com/prix-immobilier/courcelles-la-foret-72270/,72100
Courcemont,1655.0,1049.0,2391.0,1430.0,572.0,2861.0,11.1,7.8,16.6,9.0,7.5,13.5,https://www.meilleursagents.com/prix-immobilier/courcemont-72110/,72101
Courcival,1620.0,1019.0,2316.0,1366.0,629.0,2731.0,11.7,7.9,19.2,10.1,7.4,13.4,https://www.meilleursagents.com/prix-immobilier/courcival-72110/,72102
Courdemanche,1515.0,1091.0,2149.0,1119.0,447.0,2237.0,9.5,6.6,17.0,9.6,7.4,12.9,https://www.meilleursagents.com/prix-immobilier/courdemanche-72150/,72103
Brives,1515.0,1091.0,2149.0,1119.0,447.0,2237.0,9.5,6.6,17.0,9.6,7.4,12.9,https://www.meilleursagents.com/prix-immobilier/brives-72150/,72103
Courgains,1200.0,684.0,2351.0,1184.0,473.0,2357.0,9.3,5.8,14.9,9.1,6.8,14.1,https://www.meilleursagents.com/prix-immobilier/courgains-72260/,72104
Courgenard,1572.0,1057.0,2126.0,1259.0,504.0,2436.0,8.9,6.7,10.2,8.9,6.3,12.3,https://www.meilleursagents.com/prix-immobilier/courgenard-72320/,72105
Courtillers,1886.0,998.0,2294.0,1719.0,688.0,2804.0,10.9,7.5,18.7,9.3,6.8,12.3,https://www.meilleursagents.com/prix-immobilier/courtillers-72300/,72106
Crannes-en-Champagne,1727.0,988.0,2440.0,1643.0,657.0,2672.0,11.5,8.0,16.2,11.4,8.9,15.1,https://www.meilleursagents.com/prix-immobilier/crannes-en-champagne-72540/,72107
Crissé,1696.0,1201.0,2214.0,1290.0,516.0,2580.0,10.4,6.8,17.4,8.2,6.1,11.0,https://www.meilleursagents.com/prix-immobilier/crisse-72140/,72109
Crosmières,1861.0,998.0,2278.0,1485.0,594.0,2279.0,10.4,7.3,18.7,9.7,6.9,12.7,https://www.meilleursagents.com/prix-immobilier/crosmieres-72200/,72110
Cures,1714.0,1223.0,2236.0,1474.0,590.0,2927.0,10.6,8.7,14.4,10.0,6.6,12.0,https://www.meilleursagents.com/prix-immobilier/cures-72240/,72111
Dangeul,1654.0,1060.0,2352.0,1361.0,603.0,2723.0,9.6,6.8,16.5,8.9,6.7,12.0,https://www.meilleursagents.com/prix-immobilier/dangeul-72260/,72112
Degré,2510.0,1440.0,3463.0,1711.0,881.0,2494.0,10.4,8.5,13.4,11.0,8.5,13.5,https://www.meilleursagents.com/prix-immobilier/degre-72550/,72113
Dehault,1558.0,959.0,2245.0,1347.0,539.0,2694.0,9.2,7.0,11.9,,,,https://www.meilleursagents.com/prix-immobilier/dehault-72400/,72114
Dissay-sous-Courcillon,2066.0,1277.0,2967.0,1303.0,521.0,2467.0,11.2,8.6,15.1,10.1,7.1,13.0,https://www.meilleursagents.com/prix-immobilier/dissay-sous-courcillon-72500/,72115
Dollon,1667.0,1039.0,2398.0,1300.0,520.0,2373.0,10.5,7.9,17.4,9.1,6.7,12.7,https://www.meilleursagents.com/prix-immobilier/dollon-72390/,72118
Domfront-en-Champagne,1718.0,1223.0,2241.0,1718.0,809.0,3124.0,11.3,7.9,14.8,10.5,8.4,12.3,https://www.meilleursagents.com/prix-immobilier/domfront-en-champagne-72240/,72119
Doucelles,1658.0,1065.0,2354.0,1368.0,611.0,2289.0,11.4,8.2,15.6,10.1,8.6,12.6,https://www.meilleursagents.com/prix-immobilier/doucelles-72170/,72120
Douillet,1614.0,1122.0,2191.0,1191.0,485.0,2383.0,10.6,7.3,17.0,8.5,6.5,11.8,https://www.meilleursagents.com/prix-immobilier/douillet-72130/,72121
Duneau,1520.0,978.0,2215.0,1610.0,664.0,2776.0,10.0,5.8,17.0,9.2,6.6,11.7,https://www.meilleursagents.com/prix-immobilier/duneau-72160/,72122
Dureil,1879.0,1067.0,2931.0,1491.0,597.0,2826.0,11.7,7.9,19.2,10.1,7.4,13.4,https://www.meilleursagents.com/prix-immobilier/dureil-72270/,72123
Écommoy,1583.0,1060.0,2216.0,1616.0,730.0,2747.0,10.9,7.4,18.6,11.0,7.9,15.1,https://www.meilleursagents.com/prix-immobilier/ecommoy-72220/,72124
Écorpain,2126.0,1286.0,3096.0,1259.0,503.0,2517.0,11.9,8.3,18.6,11.5,9.8,14.4,https://www.meilleursagents.com/prix-immobilier/ecorpain-72120/,72125
Épineu-le-Chevreuil,1708.0,1242.0,2221.0,1161.0,464.0,2321.0,9.9,6.8,17.5,8.2,5.9,12.2,https://www.meilleursagents.com/prix-immobilier/epineu-le-chevreuil-72540/,72126
Étival-lès-le-Mans,1665.0,887.0,2404.0,1802.0,907.0,2653.0,11.0,8.2,14.8,11.6,9.4,14.7,https://www.meilleursagents.com/prix-immobilier/etival-les-le-mans-72700/,72127
Évaillé,1611.0,839.0,2293.0,1238.0,495.0,2474.0,10.8,7.6,16.4,11.4,9.7,14.3,https://www.meilleursagents.com/prix-immobilier/evaille-72120/,72128
Sainte-Osmane,1543.0,1018.0,2189.0,1228.0,491.0,2362.0,11.5,8.1,17.6,9.9,6.9,12.6,https://www.meilleursagents.com/prix-immobilier/sainte-osmane-72120/,72128
Fatines,1506.0,1052.0,2198.0,1764.0,995.0,2438.0,10.4,8.0,15.6,11.0,8.2,14.9,https://www.meilleursagents.com/prix-immobilier/fatines-72470/,72129
Fay,1725.0,947.0,2444.0,2020.0,808.0,2964.0,12.7,10.8,15.8,11.4,8.5,13.2,https://www.meilleursagents.com/prix-immobilier/fay-72550/,72130
Fercé-sur-Sarthe,1603.0,1230.0,2059.0,1452.0,581.0,2359.0,10.4,7.2,18.0,9.5,7.2,11.9,https://www.meilleursagents.com/prix-immobilier/ferce-sur-sarthe-72430/,72131
La Ferté-Bernard,1934.0,925.0,3547.0,1589.0,647.0,2793.0,10.3,7.0,16.7,10.0,6.1,13.0,https://www.meilleursagents.com/prix-immobilier/la-ferte-bernard-72400/,72132
Fillé,1663.0,882.0,2406.0,1855.0,742.0,3130.0,12.0,8.9,18.2,11.6,9.5,14.8,https://www.meilleursagents.com/prix-immobilier/fille-72210/,72133
Flée,1505.0,1057.0,2164.0,1300.0,568.0,2599.0,10.2,8.4,12.2,9.5,6.3,10.9,https://www.meilleursagents.com/prix-immobilier/flee-72500/,72134
