code_insee,Code_postal,Departement
72025,72200,Sarthe
72026,72110,Sarthe
72027,72340,Sarthe
72028,72500,Sarthe
72029,72170,Sarthe
72031,72160,Sarthe
72032,72320,Sarthe
72034,72610,Sarthe
72035,72310,Sarthe
72036,72610,Sarthe
72037,72600,Sarthe
72038,72400,Sarthe
72039,72110,Sarthe
72040,72400,Sarthe
72041,72390,Sarthe
72042,72440,Sarthe
72043,72610,Sarthe
72044,72270,Sarthe
72045,72550,Sarthe
72046,72370,Sarthe
72047,72250,Sarthe
72048,72110,Sarthe
72049,72500,Sarthe
72050,72350,Sarthe
72051,72330,Sarthe
72052,72340,Sarthe
72053,72250,Sarthe
72054,72470,Sarthe
72056,72610,Sarthe
72057,72320,Sarthe
72058,72560,Sarthe
72059,72430,Sarthe
72060,72800,Sarthe
72061,72300,Sarthe
72062,72400,Sarthe
72064,72310,Sarthe
72065,72650,Sarthe
72066,72240,Sarthe
72067,72160,Sarthe
72068,72340,Sarthe
72070,72540,Sarthe
72071,72500,Sarthe
72071,72500,Sarthe
72071,72500,Sarthe
72071,72500,Sarthe
72072,72510,Sarthe
72073,72550,Sarthe
72074,72540,Sarthe
72075,72210,Sarthe
72076,72610,Sarthe
72077,72500,Sarthe
72078,72170,Sarthe
72079,72610,Sarthe
72080,72400,Sarthe
72080,72400,Sarthe
72083,72350,Sarthe
72084,72200,Sarthe
72085,72310,Sarthe
72086,72600,Sarthe
72087,72120,Sarthe
72088,72290,Sarthe
72089,72240,Sarthe
72090,72160,Sarthe
72091,72600,Sarthe
72093,72400,Sarthe
72094,72440,Sarthe
72095,72190,Sarthe
72096,72550,Sarthe
72098,72800,Sarthe
72099,72290,Sarthe
72100,72270,Sarthe
72101,72110,Sarthe
72102,72110,Sarthe
72103,72150,Sarthe
72103,72150,Sarthe
72104,72260,Sarthe
72105,72320,Sarthe
72106,72300,Sarthe
72107,72540,Sarthe
72109,72140,Sarthe
72110,72200,Sarthe
72111,72240,Sarthe
72112,72260,Sarthe
72113,72550,Sarthe
72114,72400,Sarthe
72115,72500,Sarthe
72118,72390,Sarthe
72119,72240,Sarthe
72120,72170,Sarthe
72121,72130,Sarthe
72122,72160,Sarthe
72123,72270,Sarthe
72124,72220,Sarthe
72125,72120,Sarthe
72126,72540,Sarthe
72127,72700,Sarthe
72128,72120,Sarthe
72128,72120,Sarthe
72129,72470,Sarthe
72130,72550,Sarthe
72131,72430,Sarthe
72132,72400,Sarthe
72133,72210,Sarthe
72134,72500,Sarthe
72135,72330,Sarthe
72136,72350,Sarthe
72137,72600,Sarthe
72137,72600,Sarthe
72137,72600,Sarthe
72137,72600,Sarthe
72137,72610,Sarthe
72137,72610,Sarthe
72137,72610,Sarthe
72138,72130,Sarthe
72138,72130,Sarthe
72138,72130,Sarthe
72138,72130,Sarthe
72139,72610,Sarthe
72141,72130,Sarthe
72142,72610,Sarthe
72143,72150,Sarthe
72144,72320,Sarthe
72145,72140,Sarthe
72146,72230,Sarthe
72147,72380,Sarthe
72148,72110,Sarthe
72149,72540,Sarthe
72150,72380,Sarthe
72151,72300,Sarthe
72152,72170,Sarthe
72153,72500,Sarthe
72154,72200,Sarthe
72155,72220,Sarthe
72155,72220,Sarthe
72156,72320,Sarthe
72157,72240,Sarthe
72158,72390,Sarthe
72160,72500,Sarthe
72161,72340,Sarthe
72163,72270,Sarthe
72164,72610,Sarthe
72165,72450,Sarthe
72166,72540,Sarthe
72167,72300,Sarthe
72168,72540,Sarthe
72169,72210,Sarthe
72170,72600,Sarthe
72171,72600,Sarthe
72172,72390,Sarthe
72173,72500,Sarthe
72174,72290,Sarthe
72175,72800,Sarthe
72176,72800,Sarthe
72176,72800,Sarthe
72177,72210,Sarthe
72178,72440,Sarthe
72179,72270,Sarthe
72180,72600,Sarthe
72181,72000,Sarthe
72181,72100,Sarthe
72182,72510,Sarthe
72183,72340,Sarthe
72184,72540,Sarthe
72185,72200,Sarthe
72186,72170,Sarthe
72187,72220,Sarthe
72188,72600,Sarthe
72189,72260,Sarthe
72189,72260,Sarthe
72190,72120,Sarthe
72191,72360,Sarthe
72192,72260,Sarthe
72193,72320,Sarthe
72194,72170,Sarthe
72195,72270,Sarthe
72196,72290,Sarthe
72197,72240,Sarthe
72198,72650,Sarthe
72199,72170,Sarthe
72199,72170,Sarthe
72200,72230,Sarthe
72201,72260,Sarthe
72202,72260,Sarthe
72204,72120,Sarthe
72205,72380,Sarthe
72208,72320,Sarthe
72209,72130,Sarthe
72210,72150,Sarthe
72211,72140,Sarthe
72212,72130,Sarthe
72213,72230,Sarthe
72214,72260,Sarthe
72215,72600,Sarthe
72216,72240,Sarthe
72217,72190,Sarthe
72218,72140,Sarthe
72219,72240,Sarthe
72219,72240,Sarthe
72220,72110,Sarthe
72221,72500,Sarthe
72222,72260,Sarthe
72223,72430,Sarthe
72224,72370,Sarthe
72225,72610,Sarthe
72226,72330,Sarthe
72227,72600,Sarthe
72228,72300,Sarthe
72229,72140,Sarthe
72230,72330,Sarthe
72231,72250,Sarthe
72232,72300,Sarthe
72233,72260,Sarthe
72234,72140,Sarthe
72235,72170,Sarthe
72236,72300,Sarthe
72237,72430,Sarthe
72238,72600,Sarthe
72239,72350,Sarthe
72241,72450,Sarthe
72243,72510,Sarthe
72244,72300,Sarthe
72245,72400,Sarthe
72246,72110,Sarthe
72247,72700,Sarthe
72248,72150,Sarthe
72249,72550,Sarthe
72250,72120,Sarthe
72251,72260,Sarthe
72252,72510,Sarthe
72253,72210,Sarthe
72254,72610,Sarthe
72255,72140,Sarthe
72256,72140,Sarthe
72257,72700,Sarthe
72259,72110,Sarthe
72260,72230,Sarthe
72261,72240,Sarthe
72262,72310,Sarthe
72262,72310,Sarthe
72262,72340,Sarthe
72262,72340,Sarthe
72262,72340,Sarthe
72264,72300,Sarthe
72265,72110,Sarthe
72266,72130,Sarthe
72267,72400,Sarthe
72268,72220,Sarthe
72269,72120,Sarthe
72270,72600,Sarthe
72271,72110,Sarthe
72272,72120,Sarthe
72273,72170,Sarthe
72274,72540,Sarthe
72275,72460,Sarthe
72276,72110,Sarthe
72277,72110,Sarthe
72278,72350,Sarthe
72279,72150,Sarthe
72280,72700,Sarthe
72281,72110,Sarthe
72282,72130,Sarthe
72283,72800,Sarthe
72286,72120,Sarthe
72289,72380,Sarthe
72289,72380,Sarthe
72290,72380,Sarthe
72291,72510,Sarthe
72292,72320,Sarthe
72293,72430,Sarthe
72294,72130,Sarthe
72295,72600,Sarthe
72296,72320,Sarthe
72297,72170,Sarthe
72299,72220,Sarthe
72300,72470,Sarthe
72302,72400,Sarthe
72303,72440,Sarthe
72305,72130,Sarthe
72306,72220,Sarthe
72307,72350,Sarthe
72308,72610,Sarthe
72308,72610,Sarthe
72309,72130,Sarthe
72310,72190,Sarthe
72311,72500,Sarthe
72312,72430,Sarthe
72313,72600,Sarthe
72314,72150,Sarthe
72315,72140,Sarthe
72316,72600,Sarthe
72317,72600,Sarthe
72319,72380,Sarthe
72320,72650,Sarthe
72321,72240,Sarthe
72322,72320,Sarthe
72323,72130,Sarthe
72324,72600,Sarthe
72325,72150,Sarthe
72326,72600,Sarthe
72327,72360,Sarthe
72328,72190,Sarthe
72329,72460,Sarthe
72330,72800,Sarthe
72331,72160,Sarthe
72332,72170,Sarthe
72333,72390,Sarthe
72334,72140,Sarthe
72335,72460,Sarthe
72336,72300,Sarthe
72337,72130,Sarthe
72338,72380,Sarthe
72339,72210,Sarthe
72340,72290,Sarthe
72341,72370,Sarthe
72342,72400,Sarthe
72343,72300,Sarthe
72344,72700,Sarthe
72345,72370,Sarthe
72346,72210,Sarthe
72347,72430,Sarthe
72348,72540,Sarthe
72349,72290,Sarthe
72350,72220,Sarthe
72351,72240,Sarthe
72352,72110,Sarthe
72353,72320,Sarthe
72354,72260,Sarthe
72355,72610,Sarthe
72356,72500,Sarthe
72357,72800,Sarthe
72358,72160,Sarthe
72359,72110,Sarthe
72360,72650,Sarthe
72361,72440,Sarthe
72362,72170,Sarthe
72363,72160,Sarthe
72363,72160,Sarthe
72364,72500,Sarthe
72366,72320,Sarthe
72367,72540,Sarthe
72368,72310,Sarthe
72369,72360,Sarthe
72370,72170,Sarthe
72372,72600,Sarthe
72373,72320,Sarthe
72374,72600,Sarthe
72375,72400,Sarthe
72376,72150,Sarthe
72377,72270,Sarthe
72378,72300,Sarthe
72379,72350,Sarthe
72380,72170,Sarthe
72381,72210,Sarthe
72382,72440,Sarthe
72382,72440,Sarthe
72383,72160,Sarthe
72385,72330,Sarthe
72386,72530,Sarthe
85001,85460,Vendée
85001,85460,Vendée
85002,85220,Vendée
85003,85190,Vendée
85004,85750,Vendée
85005,85120,Vendée
85006,85220,Vendée
85008,85430,Vendée
85008,85430,Vendée
85009,85200,Vendée
85009,85200,Vendée
85010,85440,Vendée
85011,85630,Vendée
85012,85550,Vendée
85012,85550,Vendée
85013,85130,Vendée
85014,85390,Vendée
85015,85170,Vendée
85016,85190,Vendée
85017,85500,Vendée
85018,85230,Vendée
85019,85170,Vendée
85019,85170,Vendée
85020,85490,Vendée
85020,85490,Vendée
85020,85490,Vendée
85022,85560,Vendée
85023,85320,Vendée
85024,85710,Vendée
85025,85600,Vendée
85026,85430,Vendée
85028,85420,Vendée
85029,85230,Vendée
85031,85510,Vendée
85033,85200,Vendée
85034,85480,Vendée
85034,85480,Vendée
85035,85470,Vendée
85036,85320,Vendée
85036,85320,Vendée
85038,85260,Vendée
85039,85530,Vendée
85040,85410,Vendée
85040,85410,Vendée
85042,85450,Vendée
85042,85450,Vendée
85042,85450,Vendée
85045,85220,Vendée
85046,85310,Vendée
85046,85310,Vendée
85047,85300,Vendée
85049,85450,Vendée
85050,85540,Vendée
85051,85110,Vendée
85051,85110,Vendée
85054,85220,Vendée
85055,85670,Vendée
85056,85210,Vendée
85058,85400,Vendée
85059,85120,Vendée
85061,85320,Vendée
85062,85710,Vendée
85064,85140,Vendée
85065,85250,Vendée
85066,85390,Vendée
85067,85390,Vendée
85070,85220,Vendée
85071,85220,Vendée
85072,85260,Vendée
85073,85320,Vendée
85074,85320,Vendée
85076,85610,Vendée
85076,85610,Vendée
85077,85540,Vendée
85078,85420,Vendée
85080,85200,Vendée
85080,85200,Vendée
85081,85170,Vendée
85082,85590,Vendée
85083,85740,Vendée
85084,85140,Vendée
85084,85140,Vendée
85086,85670,Vendée
85087,85240,Vendée
85088,85800,Vendée
85089,85280,Vendée
85090,85700,Vendée
85090,85700,Vendée
85090,85700,Vendée
85090,85700,Vendée
85092,85200,Vendée
85092,85200,Vendée
85093,85480,Vendée
85094,85240,Vendée
85095,85300,Vendée
85096,85710,Vendée
85097,85130,Vendée
85098,85190,Vendée
85099,85150,Vendée
85100,85800,Vendée
85101,85540,Vendée
85102,85670,Vendée
85103,85440,Vendée
85104,85580,Vendée
85105,85770,Vendée
85106,85680,Vendée
85108,85260,Vendée
85109,85500,Vendée
85110,85570,Vendée
85111,85770,Vendée
85112,85340,Vendée
85113,85350,Vendée
85113,85350,Vendée
85114,85520,Vendée
85115,85110,Vendée
85116,85540,Vendée
85117,85400,Vendée
85118,85150,Vendée
85119,85130,Vendée
85120,85220,Vendée
85121,85370,Vendée
85123,85420,Vendée
85125,85120,Vendée
85126,85200,Vendée
85127,85560,Vendée
85128,85400,Vendée
85129,85170,Vendée
85130,85190,Vendée
85131,85400,Vendée
85132,85420,Vendée
85133,85420,Vendée
85134,85590,Vendée
85135,85320,Vendée
85135,85320,Vendée
85136,85240,Vendée
85137,85570,Vendée
85138,85150,Vendée
85139,85420,Vendée
85140,85700,Vendée
85141,85700,Vendée
85142,85140,Vendée
85143,85200,Vendée
85144,85500,Vendée
85145,85110,Vendée
85146,85600,Vendée
85146,85600,Vendée
85146,85600,Vendée
85146,85600,Vendée
85146,85600,Vendée
85147,85700,Vendée
85148,85200,Vendée
85149,85450,Vendée
85151,85290,Vendée
85152,85150,Vendée
85152,85150,Vendée
85153,85640,Vendée
85154,85390,Vendée
85154,85390,Vendée
85155,85000,Vendée
85156,85540,Vendée
85157,85320,Vendée
85158,85370,Vendée
85159,85370,Vendée
85160,85310,Vendée
85161,85430,Vendée
85162,85240,Vendée
85162,85420,Vendée
85163,85330,Vendée
85164,85690,Vendée
85165,85140,Vendée
85167,85200,Vendée
85169,85670,Vendée
85171,85320,Vendée
85172,85300,Vendée
85174,85570,Vendée
85175,85320,Vendée
85176,85200,Vendée
85177,85770,Vendée
85177,85770,Vendée
85178,85170,Vendée
85179,85440,Vendée
85181,85570,Vendée
85182,85700,Vendée
85184,85240,Vendée
85185,85450,Vendée
85186,85250,Vendée
85187,85700,Vendée
85188,85210,Vendée
85189,85270,Vendée
85190,85620,Vendée
85191,85000,Vendée
85192,85510,Vendée
85193,85320,Vendée
85194,85100,Vendée
85194,85180,Vendée
85194,85340,Vendée
85196,85250,Vendée
85197,85260,Vendée
85197,85260,Vendée
85197,85260,Vendée
85198,85130,Vendée
85199,85210,Vendée
85200,85540,Vendée
85201,85540,Vendée
85202,85110,Vendée
85204,85670,Vendée
85205,85410,Vendée
85206,85540,Vendée
85207,85580,Vendée
85208,85170,Vendée
85209,85210,Vendée
85210,85670,Vendée
85211,85150,Vendée
85212,85140,Vendée
85213,85310,Vendée
85213,85310,Vendée
85214,85150,Vendée
85215,85250,Vendée
85216,85400,Vendée
85218,85150,Vendée
85220,85110,Vendée
85221,85230,Vendée
85222,85800,Vendée
85223,85210,Vendée
85223,85210,Vendée
85226,85270,Vendée
85226,85270,Vendée
85227,85240,Vendée
85229,85120,Vendée
85231,85440,Vendée
85232,85480,Vendée
85234,85160,Vendée
85235,85210,Vendée
85236,85150,Vendée
85237,85410,Vendée
85238,85290,Vendée
85239,85220,Vendée
85240,85590,Vendée
85242,85590,Vendée
85243,85470,Vendée
85243,85470,Vendée
85244,85200,Vendée
85245,85570,Vendée
85246,85140,Vendée
85247,85130,Vendée
85248,85210,Vendée
85250,85150,Vendée
85251,85120,Vendée
85252,85390,Vendée
85254,85700,Vendée
85255,85580,Vendée
85256,85200,Vendée
85259,85500,Vendée
85260,85670,Vendée
85261,85320,Vendée
85262,85660,Vendée
85264,85120,Vendée
85265,85420,Vendée
85266,85110,Vendée
85267,85450,Vendée
85268,85220,Vendée
85269,85420,Vendée
85273,85230,Vendée
85274,85570,Vendée
85276,85110,Vendée
85277,85540,Vendée
85277,85540,Vendée
85278,85520,Vendée
85280,85300,Vendée
85281,85200,Vendée
85282,85110,Vendée
85284,85300,Vendée
85285,85310,Vendée
85286,85450,Vendée
85287,85390,Vendée
85288,85440,Vendée
85288,85440,Vendée
85289,85120,Vendée
85289,85120,Vendée
85289,85120,Vendée
85290,85210,Vendée
85291,85480,Vendée
85292,85410,Vendée
85292,85410,Vendée
85292,85410,Vendée
85293,85130,Vendée
85294,85360,Vendée
85295,85600,Vendée
85296,85590,Vendée
85297,85580,Vendée
85298,85150,Vendée
85300,85190,Vendée
85301,85250,Vendée
85302,85130,Vendée
85302,85500,Vendée
85303,85770,Vendée
85304,85450,Vendée
85305,85120,Vendée
85306,85240,Vendée
