ville,prix_appartement,min_appartement,max_appartement,prix_maison,min_maison,max_maison,loyer_appartement,loyer_min_appartement,loyer_max_appartement,loyer_maison,loyer_min_maison,loyer_max_maison,Taux_Global_TFB,Code_insee,Code_postal,Departement,geo
Bournezeau,1585,1142,2475,1849,740,3173,11.1,8.1,19.8,10.4,7,13.2,0.3759,85034,85480,Vendée,"Bournezeau, Vendée, France"
La Bretonnière-la-Claye,1611,1174,2410,1889,756,3226,9.2,6.5,12.8,10.6,7.6,14,0.3954,85036,85320,Vendée,"La Bretonnière-la-Claye, Vendée, France"
Les Brouzils,1994,1454,2664,1984,794,3084,11.3,8.8,20.3,10.5,6.4,13.4,0.3587,85038,85260,Vendée,"Les Brouzils, Vendée, France"
La Bruffière,2181,1580,2902,2143,857,3369,10.1,7.3,17.8,9.9,6.7,13,0.3735,85039,85530,Vendée,"La Bruffière, Vendée, France"
La Caillère-Saint-Hilaire,1292,658,2375,1396,559,2793,9.2,5.9,15.8,8.6,6.2,10.2,0.3654,85040,85410,Vendée,"La Caillère-Saint-Hilaire, Vendée, France"
Chaillé-les-Marais,1508,910,2267,1707,683,3061,9.4,6.6,12.9,9.3,7.3,12.2,0.3359,85042,85450,Vendée,"Chaillé-les-Marais, Vendée, France"
La Chaize-Giraud,2462,1558,3309,2583,1033,3919,11.3,9.1,19,11.6,8,14.8,0.3033,85045,85220,Vendée,"La Chaize-Giraud, Vendée, France"
La Chaize-le-Vicomte,2155,1335,3444,2156,862,3333,11,8.4,18.4,10.1,6.7,12.6,0.424,85046,85310,Vendée,"La Chaize-le-Vicomte, Vendée, France"
Challans,2587,1375,4243,2859,1393,4285,12.1,7.8,21.8,12.6,8.7,15.9,0.3984,85047,85300,Vendée,"Challans, Vendée, France"
Champagné-les-Marais,1704,901,2657,2050,820,3218,9.3,6.6,13,10.1,7.8,14.3,0.372,85049,85450,Vendée,"Champagné-les-Marais, Vendée, France"
Le Champ-Saint-Père,1697,999,2544,2003,801,3432,9.3,6,13.1,11.2,8,16,0.3821,85050,85540,Vendée,"Le Champ-Saint-Père, Vendée, France"
Saint Philbert du Pont Charrault,1591,1129,2464,1824,730,2991,10.5,7.2,18.9,10.6,6.8,14.2,0.383,85051,85110,Vendée,"Saint Philbert du Pont Charrault, Vendée, France"
La Chapelle-Hermier,2451,1423,3408,2291,916,3323,9.1,6.3,15.4,13,8.2,16.4,0.3818,85054,85220,Vendée,"La Chapelle-Hermier, Vendée, France"
La Chapelle-Palluau,2597,1487,3553,1987,795,2996,11.3,8.8,20.2,11.1,7.2,14.8,0.4007,85055,85670,Vendée,"La Chapelle-Palluau, Vendée, France"
La Chapelle-Thémer,1148,566,2209,1464,586,2929,12.4,10,17.7,9.9,6.2,14.3,0.3696,85056,85210,Vendée,"La Chapelle-Thémer, Vendée, France"
Chasnais,2410,1795,4261,2229,959,4026,12.8,8.2,18.3,12.6,8.8,16.2,0.2965,85058,85400,Vendée,"Chasnais, Vendée, France"
La Châtaigneraie,1325,694,2393,1348,539,2465,10.6,7.4,18.3,10.2,7.4,13.5,0.3981,85059,85120,Vendée,"La Châtaigneraie, Vendée, France"
Château-Guibert,1637,1202,2442,1899,759,3112,9.7,8.2,17.4,8.4,5.4,11.5,0.3469,85061,85320,Vendée,"Château-Guibert, Vendée, France"
Châteauneuf,2578,1389,3491,2568,1189,4067,11.2,9,18.8,12,8.4,15.3,0.3432,85062,85710,Vendée,"Châteauneuf, Vendée, France"
Chauché,1997,1303,2834,1964,786,3177,11.2,8.5,18.6,11,7,13.2,0.3811,85064,85140,Vendée,"Chauché, Vendée, France"
Chavagnes-en-Paillers,1921,1104,2602,1920,768,3199,9.6,5.8,14.9,11.2,7.6,14.3,0.34,85065,85250,Vendée,"Chavagnes-en-Paillers, Vendée, France"
Chavagnes-les-Redoux,1284,755,1599,1441,576,2585,9.5,6.5,15.9,9.2,7.1,13.4,0.3966,85066,85390,Vendée,"Chavagnes-les-Redoux, Vendée, France"
Cheffois,1288,751,1541,1420,568,2704,10.6,7.3,19,9.7,7,13.8,0.3502,85067,85390,Vendée,"Cheffois, Vendée, France"
Coëx,2328,1344,3280,2476,990,3724,9.8,6.6,15.6,12.1,8.7,14.8,0.3501,85070,85220,Vendée,"Coëx, Vendée, France"
La Copechagnière,2035,1331,2808,2114,845,3207,12.7,9,18.1,10.2,7.2,13,0.3753,85072,85260,Vendée,"La Copechagnière, Vendée, France"
Corpe,1543,1104,2356,2072,863,3474,11.4,8.9,18.5,10.7,7.3,13.6,0.3471,85073,85320,Vendée,"Corpe, Vendée, France"
La Couture,1695,858,2621,1796,718,3548,9.3,6.5,12.1,10.7,7.6,14,0.3374,85074,85320,Vendée,"La Couture, Vendée, France"
Cugand,2492,1751,3281,2720,1088,4261,12.8,9.3,20.1,12.2,8.8,15.9,0.3819,85076,85610,Vendée,"Cugand, Vendée, France"
Curzon,2042,1316,3171,1693,677,3086,11.3,7.1,20.3,11.1,7.3,14,0.3758,85077,85540,Vendée,"Curzon, Vendée, France"
Damvix,1517,860,2322,1614,645,3227,11,6.7,19.9,11.6,8.6,13.7,0.3859,85078,85420,Vendée,"Damvix, Vendée, France"
Doix lès Fontaines,1513,894,2301,1500,600,2702,9.4,6.6,15.1,10.3,7.6,14.1,0.3829,85080,85200,Vendée,"Doix lès Fontaines, Vendée, France"
Dompierre-sur-Yon,2435,1753,3385,2468,987,3285,12.5,8.2,18.8,11.8,8.4,14.8,0.5091,85081,85170,Vendée,"Dompierre-sur-Yon, Vendée, France"
Les Epesses,2366,1313,3354,1987,795,2868,10.9,7.8,19.2,9.8,6.3,13,0.4057,85082,85590,Vendée,"Les Epesses, Vendée, France"
L'Épine,4213,2384,6804,4999,2427,8512,13.6,9.3,19.4,14,10.8,18.7,0.3727,85083,85740,Vendée,"L'Épine, Vendée, France"
Essarts en Bocage,1722,1178,2611,2118,847,3274,11.3,8.8,20.2,11.3,8.8,14.4,0.3386,85084,85140,Vendée,"Essarts en Bocage, Vendée, France"
Falleron,2643,1910,3418,2036,984,3011,11.1,8.1,20,10.8,7.6,15.2,0.3789,85086,85670,Vendée,"Falleron, Vendée, France"
Faymoreau,1308,685,2371,1047,419,2093,,,,9.5,5.9,11.9,0.404,85087,85240,Vendée,"Faymoreau, Vendée, France"
Le Fenouiller,2815,2100,4017,3405,1615,5016,12.3,9.5,18.2,12.5,6.9,16.8,0.321,85088,85800,Vendée,"Le Fenouiller, Vendée, France"
La Ferrière,2212,1341,3568,2345,938,3513,11.1,8.5,18.4,11.3,7.2,14.4,0.4799,85089,85280,Vendée,"La Ferrière, Vendée, France"
Sèvremont,1288,761,1605,1754,702,2825,10.9,7.8,19.2,9.6,6.3,12.9,0.3511,85090,85700,Vendée,"Sèvremont, Vendée, France"
Fontenay-le-Comte,1380,809,2287,1643,670,2827,10.6,7.5,19.1,10.9,6.9,14.5,0.4504,85092,85200,Vendée,"Fontenay-le-Comte, Vendée, France"
Fougeré,1618,1133,2540,2024,810,3314,11.1,8.2,20,10.2,6.8,12.4,0.3912,85093,85480,Vendée,"Fougeré, Vendée, France"
Foussais-Payré,1301,678,2365,1369,548,2738,9.4,6.2,12.3,9.8,7.4,14.6,0.373,85094,85240,Vendée,"Foussais-Payré, Vendée, France"
Froidfond,2467,1954,3123,2250,968,3157,11.2,9.2,18.9,11.3,7.9,15.1,0.4071,85095,85300,Vendée,"Froidfond, Vendée, France"
La Garnache,2467,1951,3122,2555,1022,3760,11.2,9,20.1,11.8,7.8,15.4,0.3187,85096,85710,Vendée,"La Garnache, Vendée, France"
La Gaubretière,2548,1255,3458,2098,839,3141,10.8,7.8,19,10.9,7.1,14.5,0.3763,85097,85130,Vendée,"La Gaubretière, Vendée, France"
La Génétouze,2204,1332,3456,2517,1122,3335,13.1,9.5,18.3,11.8,8.2,14.3,0.4308,85098,85190,Vendée,"La Génétouze, Vendée, France"
Le Girouard,2164,1422,3271,2558,1247,4180,13.9,10.1,21.1,11.8,8.4,15.4,0.3701,85099,85150,Vendée,"Le Girouard, Vendée, France"
Givrand,4207,2380,6037,3335,1729,4773,12.6,9.3,19.2,13,9.8,16.3,0.3322,85100,85800,Vendée,"Givrand, Vendée, France"
Le Givre,2078,1330,3245,2436,974,3483,11.4,8.9,18.5,11.2,7.2,14.8,0.3271,85101,85540,Vendée,"Le Givre, Vendée, France"
Grand'Landes,2645,1881,3458,1855,742,2969,9.1,6.4,15.4,11.3,7.7,16.3,0.3384,85102,85670,Vendée,"Grand'Landes, Vendée, France"
Grosbreuil,2192,1446,3300,2448,979,3835,11.4,8.9,18.5,12,8,15,0.3299,85103,85440,Vendée,"Grosbreuil, Vendée, France"
Grues,2966,1501,4836,2356,1036,4236,9.5,6.2,13.4,11.1,8.4,15.4,0.3247,85104,85580,Vendée,"Grues, Vendée, France"
Le Gué-de-Velluire,1514,889,2305,1505,602,2738,9.1,7.7,11,9.8,7.6,13.8,0.3876,85105,85770,Vendée,"Le Gué-de-Velluire, Vendée, France"
La Guérinière,4084,2379,6644,4703,1881,7922,13.6,9.6,20.1,14,11,18.6,0.3538,85106,85680,Vendée,"La Guérinière, Vendée, France"
L'Herbergement,2186,1546,2958,2294,917,3468,11.3,8.2,20.2,11.2,6.8,14,0.3876,85108,85260,Vendée,"L'Herbergement, Vendée, France"
L'Hermenault,1141,563,2197,1400,560,2674,9.2,6,12.6,10.1,7.4,13.7,0.3807,85110,85570,Vendée,"L'Hermenault, Vendée, France"
L'Île-d'Elle,1521,858,2333,1598,639,2998,9.7,6.8,13.4,10.3,8,13.8,0.3409,85111,85770,Vendée,"L'Île-d'Elle, Vendée, France"
L'Île-d'Olonne,2452,1665,3192,3207,1411,4753,14.4,10.5,22.1,12.8,8.7,15.7,0.4588,85112,85340,Vendée,"L'Île-d'Olonne, Vendée, France"
Port Joinville,3555,1755,5268,6574,2667,13148,12.8,8.5,22.1,11.8,8.2,15.3,0.3385,85113,85350,Vendée,"Port Joinville, Vendée, France"
Jard-sur-Mer,3354,1979,6204,3724,1700,5902,,,,10,7.6,11.9,0.3203,85114,85520,Vendée,"Jard-sur-Mer, Vendée, France"
La Jaudonnière,1591,1129,2464,1413,565,2428,10.4,8.2,18.4,8.6,6.4,12.9,0.3598,85115,85110,Vendée,"La Jaudonnière, Vendée, France"
La Jonchère,3212,1401,4652,2321,1021,3969,,,,9.9,7.7,11.4,0.3474,85116,85540,Vendée,"La Jonchère, Vendée, France"
Lairoux,1705,909,2679,2059,824,3661,9.2,6,13,10.6,6.7,15.4,0.355,85117,85400,Vendée,"Lairoux, Vendée, France"
Landeronde,2184,1348,3427,2506,1027,3809,13.8,10.1,21,11.3,8,14.3,0.4406,85118,85150,Vendée,"Landeronde, Vendée, France"
Les Landes-Genusson,2224,1274,2967,1972,789,2875,10.7,8,18.2,10.8,6.5,13.5,0.3705,85119,85130,Vendée,"Les Landes-Genusson, Vendée, France"
Landevieille,2463,1559,3309,2790,1116,4149,13.2,7.7,23.8,12.7,9.4,16.2,0.3002,85120,85220,Vendée,"Landevieille, Vendée, France"
Le Langon,1502,911,2258,1632,653,3100,9.8,6.9,17.7,10.6,8.3,14,0.4056,85121,85370,Vendée,"Le Langon, Vendée, France"
Liez,1514,888,2306,1557,750,3094,11,7.4,14.7,11,8,14.3,0.3554,85123,85420,Vendée,"Liez, Vendée, France"
Loge-Fougereuse,1335,812,1702,1515,606,2744,11.3,8.1,19.8,7.8,6.3,10.8,0.3736,85125,85120,Vendée,"Loge-Fougereuse, Vendée, France"
Longèves,1501,907,2251,1835,734,2625,13.2,8.7,18.1,10.2,6.7,13.2,0.368,85126,85200,Vendée,"Longèves, Vendée, France"
Longeville-sur-Mer,3323,1393,4818,3112,1284,4835,9.6,6.6,12.6,11.7,9,16.4,0.3153,85127,85560,Vendée,"Longeville-sur-Mer, Vendée, France"
Luçon,1706,849,2629,2140,864,3500,11,7.2,19.8,11.2,7.2,15,0.4679,85128,85400,Vendée,"Luçon, Vendée, France"
Les Lucs-sur-Boulogne,2213,1399,3017,2112,845,3400,11.3,8.4,20,11.3,7,13.9,0.351,85129,85170,Vendée,"Les Lucs-sur-Boulogne, Vendée, France"
Maché,2460,1439,3379,2189,1077,3239,11.2,9,18.8,11.4,8,14,0.3462,85130,85190,Vendée,"Maché, Vendée, France"
Les Magnils-Reigniers,1595,1158,2420,1957,783,2930,11.2,8.4,18.6,11.5,7.8,14.8,0.3692,85131,85400,Vendée,"Les Magnils-Reigniers, Vendée, France"
Maillé,1516,865,2313,1457,583,2731,10.6,7,12.8,10.8,8,14.2,0.39,85132,85420,Vendée,"Maillé, Vendée, France"
Maillezais,1228,732,1827,1615,646,3040,11.7,8,18.6,10.9,8.2,13.5,0.3886,85133,85420,Vendée,"Maillezais, Vendée, France"
Mallièvre,2399,1270,3320,1934,856,2725,10.8,8.1,19.4,9.9,6.7,12.9,0.4843,85134,85590,Vendée,"Mallièvre, Vendée, France"
Mareuil-sur-Lay-Dissais,1558,1085,2378,1814,726,3052,9,5.8,12.7,10.3,7.6,14,0.3892,85135,85320,Vendée,"Mareuil-sur-Lay-Dissais, Vendée, France"
Marillet,1315,690,2378,1189,476,2379,11,7,19.7,9.4,6.2,12.6,0.3095,85136,85240,Vendée,"Marillet, Vendée, France"
Martinet,2452,1469,3364,2380,1043,3512,11.2,8.7,20.1,10.8,7.3,13.1,0.3773,85138,85150,Vendée,"Martinet, Vendée, France"
Le Mazeau,1676,900,2977,1931,772,3772,10.6,9,14.7,9.9,6.3,13.4,0.4194,85139,85420,Vendée,"Le Mazeau, Vendée, France"
La Meilleraie-Tillay,1283,751,1601,1488,595,2411,9.8,6.6,16.7,9.3,6.5,12.3,0.3639,85140,85700,Vendée,"La Meilleraie-Tillay, Vendée, France"
Menomblet,1286,749,1541,1401,560,2785,10.6,7.6,18.6,8.9,6.8,12.5,0.3549,85141,85700,Vendée,"Menomblet, Vendée, France"
La Merlatière,2168,1325,3460,2066,950,3120,11.2,8.7,19.8,10.2,6.3,12.8,0.3216,85142,85140,Vendée,"La Merlatière, Vendée, France"
Mervent,1303,677,2370,1695,678,3389,9.4,6.1,12.2,10.1,7.1,13,0.3702,85143,85200,Vendée,"Mervent, Vendée, France"
Mesnard-la-Barotière,2260,1244,3106,1979,875,2687,11.2,8.7,19.9,11.7,8.6,15.6,0.4046,85144,85500,Vendée,"Mesnard-la-Barotière, Vendée, France"
Monsireigne,1282,754,1599,1417,567,2670,10.2,6.7,17.6,8.9,6.7,12.7,0.3855,85145,85110,Vendée,"Monsireigne, Vendée, France"
Boufféré,2511,1586,3694,2602,1297,3603,12.8,8.9,17.4,12,8.5,16.5,0.3909,85027,85600,Vendée,"Boufféré, Vendée, France"
Montournais,1284,747,1541,1370,548,2741,9.3,6.1,15.7,9.1,6.3,11.4,0.3857,85147,85700,Vendée,"Montournais, Vendée, France"
Montreuil,1513,894,2301,1637,689,3070,11.2,8.2,20.2,10.3,7.7,14.2,0.3775,85148,85200,Vendée,"Montreuil, Vendée, France"
Moreilles,1538,1101,2318,1748,699,3497,10.7,7.8,12.8,10.2,7.4,14.5,0.3507,85149,85450,Vendée,"Moreilles, Vendée, France"
Mortagne-sur-Sèvre,2453,1849,3088,2199,917,3403,11.2,7.4,18.4,11.4,8,14.5,0.4294,85151,85290,Vendée,"Mortagne-sur-Sèvre, Vendée, France"
La Chapelle-Achard,2419,1598,3182,2715,1086,4201,12.9,9,17.6,12.1,8.5,14.7,0.3475,85052,85150,Vendée,"La Chapelle-Achard, Vendée, France"
Mouchamps,2384,1272,3503,1872,749,3161,11.2,8.7,20.1,9.9,6.3,13,0.4439,85153,85640,Vendée,"Mouchamps, Vendée, France"
Mouilleron-Saint-Germain,1286,754,1599,1504,602,2844,9.4,5.6,15.1,8.9,6.2,11.8,0.3613,85154,85390,Vendée,"Mouilleron-Saint-Germain, Vendée, France"
Mouilleron-le-Captif,2409,1248,3814,2734,1094,3955,12.1,8.8,17,12.8,9.8,15.6,0.4533,85155,85000,Vendée,"Mouilleron-le-Captif, Vendée, France"
Moutiers-les-Mauxfaits,3167,1426,4527,2349,987,3483,11.7,7.8,21.1,11.8,8,15.5,0.4286,85156,85540,Vendée,"Moutiers-les-Mauxfaits, Vendée, France"
Moutiers-sur-le-Lay,1551,1108,2378,1684,673,2823,10.3,7.7,17.4,10,6.3,13.6,0.3265,85157,85320,Vendée,"Moutiers-sur-le-Lay, Vendée, France"
Mouzeuil-Saint-Martin,1536,1082,2316,1702,681,2691,9.2,6.9,13,9.5,7.4,12.5,0.398,85158,85370,Vendée,"Mouzeuil-Saint-Martin, Vendée, France"
Nalliers,1543,1095,2310,1666,666,2637,9.1,6.6,11.9,9.7,7,13.2,0.3644,85159,85370,Vendée,"Nalliers, Vendée, France"
Nesmy,2114,1418,3239,2374,950,3852,13.5,9.6,21.2,11.9,8.5,15.3,0.5155,85160,85310,Vendée,"Nesmy, Vendée, France"
Nieul-le-Dolent,2161,1379,3332,2346,938,3738,11.2,8.2,18.3,12.2,8.4,15.4,0.3827,85161,85430,Vendée,"Nieul-le-Dolent, Vendée, France"
Nieul-sur-l'Autise,1513,893,2302,1646,658,2499,11,8,19.6,9,6.2,12.6,0.3944,85162,85240,Vendée,"Nieul-sur-l'Autise, Vendée, France"
Notre-Dame-de-Monts,3273,1422,5026,3454,1382,5512,14.1,9.1,25.3,12,8.3,15.2,0.3991,85164,85690,Vendée,"Notre-Dame-de-Monts, Vendée, France"
Essarts en Bocage,1722,1178,2611,2118,847,3274,11.3,8.8,20.2,11.3,8.8,14.4,0.3386,85165,85140,Vendée,"Essarts en Bocage, Vendée, France"
L'Orbrie,1999,1543,2548,1836,734,2855,12.1,7.8,17.2,10.8,7.3,16.4,0.392,85167,85200,Vendée,"L'Orbrie, Vendée, France"
Palluau,2588,1481,3544,1845,738,2701,10,6.5,16.4,11.2,8.4,14.4,0.3804,85169,85670,Vendée,"Palluau, Vendée, France"
Péault,1590,1150,2408,1753,701,3075,9.7,8.2,17.4,9.9,7.4,14,0.3404,85171,85320,Vendée,"Péault, Vendée, France"
Le Perrier,2369,1776,3101,2604,1151,4152,11.3,9.1,18.9,11.9,8.4,14.9,0.3864,85172,85300,Vendée,"Le Perrier, Vendée, France"
Petosse,1544,1100,2328,1487,595,2396,11.4,9.1,20.3,9.2,6.4,12.4,0.3836,85174,85570,Vendée,"Petosse, Vendée, France"
Les Pineaux,1565,1113,2405,1682,837,3121,11.4,8.6,20.5,9.9,6.7,12.2,0.3271,85175,85320,Vendée,"Les Pineaux, Vendée, France"
Pissotte,1141,563,2197,1669,668,2977,11,7.3,18.2,10.4,7.9,13.8,0.389,85176,85200,Vendée,"Pissotte, Vendée, France"
Le Poiré-sur-Velluire,1506,905,2264,1406,562,2773,9.4,6.6,13,9.9,7.8,13.1,0.3827,85177,85770,Vendée,"Le Poiré-sur-Velluire, Vendée, France"
Poiroux,2164,1413,3284,2435,974,3804,11.8,7.5,21.3,11.9,8.4,15.3,0.3465,85179,85440,Vendée,"Poiroux, Vendée, France"
Pouillé,1552,1102,2342,1527,611,3054,9.2,6.9,12.9,9.6,6.8,11,0.3627,85181,85570,Vendée,"Pouillé, Vendée, France"
Pouzauges,1283,752,1605,1632,655,2765,11.1,7.4,19.9,10.5,7.4,14.1,0.376,85182,85700,Vendée,"Pouzauges, Vendée, France"
Puy-de-Serre,1324,705,2374,1203,481,2221,9.4,6.8,13.5,9.4,7.6,11.7,0.4057,85184,85240,Vendée,"Puy-de-Serre, Vendée, France"
Puyravault,1499,895,2260,1861,765,3069,9.4,7.1,13.2,9.8,7.7,14.1,0.404,85185,85450,Vendée,"Puyravault, Vendée, France"
La Rabatelière,1920,1272,2654,1946,778,2944,10.9,7.6,19.6,10.5,7,13.2,0.3803,85186,85250,Vendée,"La Rabatelière, Vendée, France"
Réaumur,1286,749,1541,1436,574,2350,10.4,7.8,18.7,9.6,6.1,12.6,0.4106,85187,85700,Vendée,"Réaumur, Vendée, France"
La Réorthe,1580,1123,2418,1371,548,2741,9,5.4,14.5,9.7,7.2,12.9,0.3515,85188,85210,Vendée,"La Réorthe, Vendée, France"
Notre-Dame-de-Riez,2419,1843,3212,2762,1140,4149,11.3,9.1,19,11.8,8.1,14.8,0.3372,85189,85270,Vendée,"Notre-Dame-de-Riez, Vendée, France"
Rocheservière,2144,1397,2906,2235,894,3273,11.5,9,20.5,11.2,6.8,14,0.3361,85190,85620,Vendée,"Rocheservière, Vendée, France"
Rochetrejoux,1928,1130,2970,1726,691,2787,9.8,6.5,17,9.7,6.8,14,0.322,85192,85510,Vendée,"Rochetrejoux, Vendée, France"
Rosnay,2052,1311,3206,1753,701,3074,9.7,8.2,17.4,10.4,7.5,13.2,0.374,85193,85320,Vendée,"Rosnay, Vendée, France"
Les Sables-d'Olonne,5000,2459,8815,5078,2415,8496,14.2,8.9,24.2,15.2,10.3,21.8,0.4343,85194,85100,Vendée,"Les Sables-d'Olonne, Vendée, France"
Saint-André-Goule-d'Oie,2174,1252,2994,1859,744,2944,11.1,8.6,19.9,11.2,8.5,14.1,0.4581,85196,85250,Vendée,"Saint-André-Goule-d'Oie, Vendée, France"
Montréverd,2142,1471,2845,2066,826,3207,11.4,8.8,20.3,11.3,7,14,0.3569,85197,85260,Vendée,"Montréverd, Vendée, France"
Saint-Aubin-des-Ormeaux,2361,1240,3185,2085,834,3036,10.1,7.3,17.8,10.4,7.1,13.8,0.3591,85198,85130,Vendée,"Saint-Aubin-des-Ormeaux, Vendée, France"
Saint-Aubin-la-Plaine,1552,1104,2336,1747,699,2779,9,7,14.6,9.9,6.7,12.6,0.4055,85199,85210,Vendée,"Saint-Aubin-la-Plaine, Vendée, France"
Saint-Avaugourd-des-Landes,2119,1355,3269,2398,1119,4314,9.7,6.9,13.6,12.2,9.9,16.8,0.3859,85200,85540,Vendée,"Saint-Avaugourd-des-Landes, Vendée, France"
Saint-Benoist-sur-Mer,3065,1527,5174,2235,1057,3702,,,,10.5,6.7,15.3,0.2968,85201,85540,Vendée,"Saint-Benoist-sur-Mer, Vendée, France"
Sainte-Cécile,1604,1126,2491,1713,685,2667,10.4,8.1,18.6,10.9,7.4,14.5,0.3863,85202,85110,Vendée,"Sainte-Cécile, Vendée, France"
Saint-Christophe-du-Ligneron,2689,1923,3515,2279,911,3320,11.3,9.1,18.9,11.5,7.9,14.4,0.4415,85204,85670,Vendée,"Saint-Christophe-du-Ligneron, Vendée, France"
Saint-Cyr-des-Gâts,1564,1101,2375,1521,609,2746,9.6,6.3,11.6,10.3,7.3,13.4,0.3624,85205,85410,Vendée,"Saint-Cyr-des-Gâts, Vendée, France"
Saint-Cyr-en-Talmondais,2045,1318,3173,1522,609,3025,9.5,7,16.4,10.7,6.9,14.2,0.3401,85206,85540,Vendée,"Saint-Cyr-en-Talmondais, Vendée, France"
Saint-Denis-du-Payré,1714,929,2668,2000,912,3387,10.6,6.2,18.4,11,8.6,14,0.3617,85207,85580,Vendée,"Saint-Denis-du-Payré, Vendée, France"
Saint-Denis-la-Chevasse,2186,1330,3377,2035,814,3171,12.8,9.2,18.2,11.2,7.8,13.4,0.4222,85208,85170,Vendée,"Saint-Denis-la-Chevasse, Vendée, France"
Saint-Étienne-de-Brillouet,1541,1078,2341,1536,614,2798,10.9,8,13.8,11.4,8.4,14.4,0.3979,85209,85210,Vendée,"Saint-Étienne-de-Brillouet, Vendée, France"
Saint-Étienne-du-Bois,2493,1453,3395,2022,809,3536,10.1,6.2,15.7,11.3,7.5,14,0.3503,85210,85670,Vendée,"Saint-Étienne-du-Bois, Vendée, France"
Sainte-Flaive-des-Loups,2179,1365,3390,2499,1000,3799,11.1,8.4,18.3,11.2,7.9,14.1,0.3539,85211,85150,Vendée,"Sainte-Flaive-des-Loups, Vendée, France"
Essarts en Bocage,1722,1178,2611,2118,847,3274,11.3,8.8,20.2,11.3,8.8,14.4,0.3386,85212,85140,Vendée,"Essarts en Bocage, Vendée, France"
Rives de l'Yon,2087,1321,3285,2101,840,3188,11.1,8.2,18.2,10.4,6.9,14,0.4694,85213,85310,Vendée,"Rives de l'Yon, Vendée, France"
Sainte-Foy,2360,1604,3122,3162,1649,4540,14.1,10.3,21.5,12.5,8.6,15.6,0.3429,85214,85150,Vendée,"Sainte-Foy, Vendée, France"
Saint-Fulgent,1854,1229,2494,2007,803,3222,10.8,7.6,19.4,10.9,7.6,14.4,0.3456,85215,85250,Vendée,"Saint-Fulgent, Vendée, France"
Sainte-Gemme-la-Plaine,1538,1109,2332,2003,801,3274,11.1,8.4,18.6,11.5,8,13.3,0.4297,85216,85400,Vendée,"Sainte-Gemme-la-Plaine, Vendée, France"
Saint-Georges-de-Pointindoux,2417,1475,3285,2439,975,4009,11.1,8.4,18.4,11.4,8,14.4,0.3491,85218,85150,Vendée,"Saint-Georges-de-Pointindoux, Vendée, France"
Saint-Germain-de-Prinçay,1591,1129,2463,1761,704,2869,9.4,5.6,15.1,9.4,6.8,14.2,0.3531,85220,85110,Vendée,"Saint-Germain-de-Prinçay, Vendée, France"
Saint-Gervais,2583,1378,3524,2557,1090,3778,11.4,9.3,19.6,11.9,8.1,14.8,0.4799,85221,85230,Vendée,"Saint-Gervais, Vendée, France"
Saint-Gilles-Croix-de-Vie,4358,2583,6541,4448,2024,7359,12.8,9.3,19.6,13.4,10.1,16.8,0.4365,85222,85800,Vendée,"Saint-Gilles-Croix-de-Vie, Vendée, France"
Sainte-Hermine,1538,1084,2297,1610,644,3009,9.4,6.5,12.8,10.8,7.7,13.2,0.4499,85223,85210,Vendée,"Sainte-Hermine, Vendée, France"
Sion sur l'Ocean,2907,1598,5311,3672,1938,5536,14.2,9.2,25.5,13.4,9.3,17,0.3639,85226,85270,Vendée,"Sion sur l'Ocean, Vendée, France"
Saint-Hilaire-des-Loges,1285,667,2349,1510,604,2567,9.2,6,13.4,9.6,6.9,11.6,0.4137,85227,85240,Vendée,"Saint-Hilaire-des-Loges, Vendée, France"
Saint-Hilaire-de-Voust,1340,807,1725,1257,503,2271,9.3,6.8,12.2,9,7.2,11.1,0.3291,85229,85120,Vendée,"Saint-Hilaire-de-Voust, Vendée, France"
Saint-Hilaire-la-Forêt,3418,1367,5102,2651,1061,3850,,,,10.6,7.2,14.5,0.3339,85231,85440,Vendée,"Saint-Hilaire-la-Forêt, Vendée, France"
Saint-Hilaire-le-Vouhis,1590,1133,2454,1686,674,3086,11.3,8.8,20.2,9.8,6.7,13.2,0.3278,85232,85480,Vendée,"Saint-Hilaire-le-Vouhis, Vendée, France"
Saint-Juire-Champgillon,1579,1122,2414,1481,592,2784,9,6.8,16.2,9.7,7,13.1,0.3768,85235,85210,Vendée,"Saint-Juire-Champgillon, Vendée, France"
Saint-Julien-des-Landes,2454,1566,3283,2631,1332,4249,11.2,8.5,18.6,11.4,7.7,14.5,0.3659,85236,85150,Vendée,"Saint-Julien-des-Landes, Vendée, France"
Saint-Laurent-de-la-Salle,1580,1123,2417,1350,685,2700,9.3,5.6,15,9.2,7,12.6,0.3788,85237,85410,Vendée,"Saint-Laurent-de-la-Salle, Vendée, France"
Saint-Laurent-sur-Sèvre,2382,1269,3275,2109,854,3176,11.3,7.5,18.8,11.1,7,13.9,0.3385,85238,85290,Vendée,"Saint-Laurent-sur-Sèvre, Vendée, France"
Saint-Maixent-sur-Vie,2443,1415,3391,2540,1105,3845,11.3,9.1,18.9,11.4,7.9,14.1,0.4054,85239,85220,Vendée,"Saint-Maixent-sur-Vie, Vendée, France"
Saint-Malô-du-Bois,2419,1335,3435,2032,850,3331,11,7.9,19.3,11,7.4,14.3,0.3748,85240,85590,Vendée,"Saint-Malô-du-Bois, Vendée, France"
