ville,prix_appartement,min_appartement,max_appartement,prix_maison,min_maison,max_maison,loyer_appartement,loyer_min_appartement,loyer_max_appartement,loyer_maison,loyer_min_maison,loyer_max_maison,Taux_Global_TFB,Code_insee,Departement,geo,nb_m2,nb_mois,assurance_pno_annuel,frais_agence_%,frais_notaire_%,garantie_loyer_impaye,compta_annuelle,prevision_entretien_annuel,prevision_gros_oeuvre_annuel,taux_occupation,loyer_mensuel_appart,loyer_mensuel_maison,loyer_annuel_appart,loyer_annuel_maison,garantie_loyer_impaye_annuel_appart,garantie_loyer_impaye_annuel_maison,prix_net_vendeur_appart,prix_net_vendeur_maison,frais_agence_maison,frais_agence_appart,frais_notaire_maison,frais_notaire_appart,prevision_entretien_annuel_appart,prevision_entretien_annuel_maison,prevision_gros_oeuvre_annuel_appart,prevision_gros_oeuvre_annuel_maison,valeur_cadastrale_locative_appart,valeur_cadastrale_locative_maison,TFPB_annuel_appart,TFPB_annuel_maison,charges_copro_annuel,assurance_habitation_annuel,frais_gestion_loc_annuel,prix_achat_total_appart,prix_achat_total_maison,renta_brute_appart,renta_brute_maison,charges_annuelles_appart,charges_annuelles_maison,renta_nette_appart,renta_nette_maison
Saint-Saturnin-du-Limet,1849,933,3275,1154,462,2268,9.7,6.3,16.5,8.5,6.3,10.2,49.65,53253,Mayenne,"Saint-Saturnin-du-Limet, Mayenne, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,460.74999999999994,403.75,5528.999999999999,4845.0,165.86999999999998,145.35,92450,57700,2885.0,4622.5,4616.0,7396.0,110.57999999999998,96.9,462.25,288.5,2211.5999999999995,1938.0,1098.0593999999996,962.217,50,0,200,104468.5,65201.0,0.05292504439137155,0.07430867624729683,1813.9293999999995,1657.567,0.03556163436825454,0.048886259413199185
Sainte-Suzanne-et-Chammes,1993,1411,3364,1348,539,2696,9.5,6.1,12.4,8.6,6.5,12.4,58.19,53255,Mayenne,"Sainte-Suzanne-et-Chammes, Mayenne, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,451.25,408.5,5415.0,4902.0,162.45,147.06,99650,67400,3370.0,4982.5,5392.0,7972.0,108.3,98.04,498.25,337.0,2166.0,1960.8,1260.3953999999999,1140.9895199999999,50,0,200,112604.5,76162.0,0.048088664307376704,0.06436280559859248,1972.8454,1838.0495199999998,0.030568535005261778,0.040229385782936375
Saint-Thomas-de-Courceriers,1523,742,2698,1115,446,2229,9.3,6.4,16.0,8.8,6.4,12.4,46.64,53256,Mayenne,"Saint-Thomas-de-Courceriers, Mayenne, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,441.75000000000006,418.00000000000006,5301.000000000001,5016.000000000001,159.03000000000003,150.48000000000002,76150,55750,2787.5,3807.5,4460.0,6092.0,106.02000000000002,100.32000000000002,380.75,278.75,2120.4000000000005,2006.4000000000003,988.9545600000002,935.7849600000002,50,0,200,86049.5,62997.5,0.06160407672328138,0.07962220723044566,1697.9845600000003,1636.2649600000002,0.0418714279571642,0.05364871685384341
Saulges,1835,998,3651,1265,506,2531,,,,9.3,7.1,12.8,55.81,53257,Mayenne,"Saulges, Mayenne, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,,441.75000000000006,,5301.000000000001,,159.03000000000003,91750,63250,3162.5,4587.5,5060.0,7340.0,,106.02000000000002,458.75,316.25,,2120.4000000000005,,1183.3952400000003,50,0,200,103677.5,71472.5,,0.07416838644233797,,1892.4252400000003,,0.04769071684913779
La Selle-Craonnaise,1843,938,3252,1197,479,2394,10.2,6.8,15.9,8.8,7.0,12.1,58.98,53258,Mayenne,"La Selle-Craonnaise, Mayenne, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,484.49999999999994,418.00000000000006,5813.999999999999,5016.000000000001,174.41999999999996,150.48000000000002,92150,59850,2992.5,4607.5,4788.0,7372.0,116.27999999999999,100.32000000000002,460.75,299.25,2325.5999999999995,2006.4000000000003,1371.6388799999995,1183.37472,50,0,200,104129.5,67630.5,0.055834321685977545,0.07416772018541931,2096.0588799999996,1883.85472,0.035704974286825536,0.046312614574785055
Senonnes,1867,1058,2639,1246,499,2271,10.5,7.3,17.2,9.5,6.8,12.5,43.22,53259,Mayenne,"Senonnes, Mayenne, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,498.75,451.25,5985.0,5415.0,179.54999999999998,162.45,93350,62300,3115.0,4667.5,4984.0,7468.0,119.7,108.3,466.75,311.5,2394.0,2166.0,1034.6868,936.1452,50,0,200,105485.5,70399.0,0.05673765588635405,0.07691870623162261,1764.2368,1648.5952,0.0400127335036569,0.05350082813676331
Simplé,1954,1063,3508,1567,627,2661,10.2,6.8,16.4,9.9,6.9,13.2,53.19,53260,Mayenne,"Simplé, Mayenne, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,484.49999999999994,470.25,5813.999999999999,5643.0,174.41999999999996,169.29,97700,78350,3917.5,4885.0,6268.0,7816.0,116.27999999999999,112.86,488.5,391.75,2325.5999999999995,2257.2,1236.9866399999996,1200.6046799999997,50,0,200,110401.0,88535.5,0.0526625664622603,0.0637371449870391,1961.4066399999997,1919.8946799999997,0.03489636289526363,0.042052118302827686
Soucé,1538,805,2905,1036,520,2072,9.4,6.2,14.4,8.3,6.3,11.2,32.11,53261,Mayenne,"Soucé, Mayenne, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,446.5,394.25000000000006,5358.0,4731.000000000001,160.73999999999998,141.93000000000004,76900,51800,2590.0,3845.0,4144.0,6152.0,107.16,94.62000000000002,384.5,259.0,2143.2,1892.4000000000003,688.1815199999999,607.6496400000001,50,0,200,86897.0,58534.0,0.061659205726319666,0.08082481976287288,1398.9215199999999,1299.5796400000002,0.04556058874299458,0.05862268698534187
Soulgé-sur-Ouette,2117,1449,3451,1417,567,2281,11.0,7.8,15.1,10.4,8.2,12.9,45.09,53262,Mayenne,"Soulgé-sur-Ouette, Mayenne, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,522.5,494.0,6270.0,5928.0,188.1,177.84,105850,70850,3542.5,5292.5,5668.0,8468.0,125.4,118.56,529.25,354.25,2508.0,2371.2,1130.8572000000001,1069.17408,50,0,200,119610.5,80060.5,0.05242014706066775,0.07404400422180726,1868.9572000000003,1797.01408,0.03679478641089201,0.05159830278351996
Thubœuf,1415,915,2603,1186,475,2107,10.2,6.6,17.2,8.7,6.7,11.3,41.74,53263,Mayenne,"Thubœuf, Mayenne, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,484.49999999999994,413.24999999999994,5813.999999999999,4958.999999999999,174.41999999999996,148.76999999999995,70750,59300,2965.0,3537.5,4744.0,5660.0,116.27999999999999,99.17999999999998,353.75,296.5,2325.5999999999995,1983.5999999999997,970.7054399999998,827.9546399999999,50,0,200,79947.5,67009.0,0.07272272428781387,0.0740049844050799,1695.1254399999998,1526.72464,0.05151974183057631,0.05122111000014922
Thorigné-en-Charnie,1818,991,3613,1343,537,2687,8.9,6.3,14.8,8.9,6.1,12.4,47.66,53264,Mayenne,"Thorigné-en-Charnie, Mayenne, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,422.75,422.75,5073.0,5073.0,152.19,152.19,90900,67150,3357.5,4545.0,5372.0,7272.0,101.46000000000001,101.46000000000001,454.5,335.75,2029.2,2029.2,967.1167199999999,967.1167199999999,50,0,200,102717.0,75879.5,0.049388124653173285,0.06685600195046093,1669.3067199999998,1669.3067199999998,0.03313661107703691,0.04485655914970447
Torcé-Viviers-en-Charnie,1989,1482,2984,1118,447,2236,9.5,6.5,11.0,8.8,7.3,12.4,54.72,53265,Mayenne,"Torcé-Viviers-en-Charnie, Mayenne, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,451.25,418.00000000000006,5415.0,5016.000000000001,162.45,150.48000000000002,99450,55900,2795.0,4972.5,4472.0,7956.0,108.3,100.32000000000002,497.25,279.5,2166.0,2006.4000000000003,1185.2352,1097.90208,50,0,200,112378.5,63167.0,0.04818537353675303,0.0794085519337629,1897.6852000000001,1798.38208,0.031298823173471796,0.05093827346557539
Trans,1850,1402,2962,1225,490,2450,9.6,6.1,14.7,7.9,6.2,11.5,43.68,53266,Mayenne,"Trans, Mayenne, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,456.0,375.25,5472.0,4503.0,164.16,135.09,92500,61250,3062.5,4625.0,4900.0,7400.0,109.44,90.06,462.5,306.25,2188.8,1801.2,956.0678400000002,786.76416,50,0,200,104525.0,69212.5,0.05235111217412102,0.06506050207693696,1670.22784,1471.8541599999999,0.036371893422626166,0.04379477464330865
Vaiges,2043,1431,3249,1442,577,2884,9.5,6.1,12.3,8.6,6.4,12.0,55.05,53267,Mayenne,"Vaiges, Mayenne, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,451.25,408.5,5415.0,4902.0,162.45,147.06,102150,72100,3605.0,5107.5,5768.0,8172.0,108.3,98.04,510.75,360.5,2166.0,1960.8,1192.3829999999998,1079.4204,50,0,200,115429.5,81473.0,0.046911751328733126,0.06016717194653443,1904.8329999999999,1776.4804,0.030409617991934475,0.03836264283873185
Vautorte,1982,1500,3151,1233,493,2467,9.9,6.6,17.3,8.8,6.1,11.8,49.87,53269,Mayenne,"Vautorte, Mayenne, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,470.25,418.00000000000006,5643.0,5016.000000000001,169.29,150.48000000000002,99100,61650,3082.5,4955.0,4932.0,7928.0,112.86,100.32000000000002,495.5,308.25,2257.2,2006.4000000000003,1125.66564,1000.59168,50,0,200,111983.0,69664.5,0.05039157729298197,0.0720022393040932,1844.95564,1701.07168,0.033916258360644026,0.04758418304875512
Vieuvy,1275,761,2328,1174,470,2348,9.5,6.3,14.6,8.3,6.6,12.0,39.7,53270,Mayenne,"Vieuvy, Mayenne, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,451.25,394.25000000000006,5415.0,4731.000000000001,162.45,141.93000000000004,63750,58700,2935.0,3187.5,4696.0,5100.0,108.3,94.62000000000002,318.75,293.5,2166.0,1892.4000000000003,859.9020000000002,751.2828000000002,50,0,200,72037.5,66331.0,0.07516918271733472,0.0713241169287362,1572.352,1443.2128000000002,0.05334232864827347,0.04956637469659738
Villaines-la-Juhel,1500,720,2611,1073,429,1980,9.6,6.6,17.4,10.0,7.3,13.6,51.59,53271,Mayenne,"Villaines-la-Juhel, Mayenne, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,456.0,475.0,5472.0,5700.0,164.16,171.0,75000,53650,2682.5,3750.0,4292.0,6000.0,109.44,114.0,375.0,268.25,2188.8,2280.0,1129.2019200000002,1176.2520000000002,50,0,200,84750.0,60624.5,0.06456637168141593,0.09402139399087828,1843.3619200000003,1897.2520000000002,0.04281578855457227,0.06272625753614462
Villepail,1451,987,2484,1009,404,2018,,,,8.2,6.2,11.4,39.54,53272,Mayenne,"Villepail, Mayenne, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,,389.49999999999994,,4673.999999999999,,140.21999999999997,72550,50450,2522.5,3627.5,4036.0,5804.0,,93.47999999999999,362.75,252.25,,1869.5999999999997,,739.2398399999998,50,0,200,81981.5,57008.5,,0.08198777375303681,,1429.4598399999998,,0.056913270126384655
Villiers-Charlemagne,1902,1154,3482,1508,603,2578,10.7,8.7,14.5,9.9,7.4,11.8,46.71,53273,Mayenne,"Villiers-Charlemagne, Mayenne, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,508.25,470.25,6099.0,5643.0,182.97,169.29,95100,75400,3770.0,4755.0,6032.0,7608.0,121.98,112.86,475.5,377.0,2439.6,2257.2,1139.53716,1054.33812,50,0,200,107463.0,85202.0,0.05675441779961475,0.06623083965165137,1872.50716,1773.6281199999999,0.03932974921600923,0.04541409685218657
Voutré,1925,1484,2964,1118,447,2236,10.5,6.7,17.8,8.3,6.8,12.3,47.95,53276,Mayenne,"Voutré, Mayenne, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,498.75,394.25000000000006,5985.0,4731.000000000001,179.54999999999998,141.93000000000004,96250,55900,2795.0,4812.5,4472.0,7700.0,119.7,94.62000000000002,481.25,279.5,2394.0,1892.4000000000003,1147.923,907.4058000000001,50,0,200,108762.5,63167.0,0.055028157683024936,0.07489670239207183,1877.473,1599.3358000000003,0.03776602229628778,0.049577535738597696
Aigné,2508,1440,3461,1815,787,2818,12.1,9.2,15.6,11.8,8.8,13.6,44.72,72001,Sarthe,"Aigné, Sarthe, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,574.75,560.5,6897.0,6726.0,206.91,201.78,125400,90750,4537.5,6270.0,7260.0,10032.0,137.94,134.52,627.0,453.75,2758.8,2690.4,1233.7353600000001,1203.14688,50,0,200,141702.0,102547.5,0.048672566371681415,0.06558911723835296,1990.64536,1954.92688,0.034624455829840084,0.04652549423437919
Aillières-Beauvoir,1542,1008,2142,1412,565,2473,10.1,8.6,11.6,9.0,6.3,10.7,38.09,72002,Sarthe,"Aillières-Beauvoir, Sarthe, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,479.75,427.5,5757.0,5130.0,172.70999999999998,153.9,77100,70600,3530.0,3855.0,5648.0,6168.0,115.14,102.60000000000001,385.5,353.0,2302.8,2052.0,877.1365200000001,781.6068,50,0,200,87123.0,79778.0,0.06607899177025585,0.06430344205169344,1599.84652,1485.5068,0.04771591290474387,0.04568293514502745
Allonnes,1539,927,2074,1728,1057,2646,11.9,8.1,19.3,10.9,7.2,14.7,49.56,72003,Sarthe,"Allonnes, Sarthe, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,565.25,517.75,6783.0,6213.0,203.48999999999998,186.39,76950,86400,4320.0,3847.5,6912.0,6156.0,135.66,124.26,384.75,432.0,2713.2,2485.2,1344.66192,1231.6651200000001,50,0,200,86953.5,97632.0,0.07800721075057358,0.06363692232055064,2098.1519200000002,1968.05512,0.05387762516747457,0.043479032284496885
Amné,2407,1367,3316,1567,627,2661,10.6,8.6,14.0,10.0,7.3,12.2,38.15,72004,Sarthe,"Amné, Sarthe, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,503.5,475.0,6042.0,5700.0,181.26,171.0,120350,78350,3917.5,6017.5,6268.0,9628.0,120.84,114.0,601.75,391.75,2416.8,2280.0,922.0092,869.82,50,0,200,135995.5,88535.5,0.044427940630388504,0.06438095453236273,1653.2692,1590.8200000000002,0.03227114720707671,0.04641279486759549
Ancinnes,1593,1053,2201,1424,569,2781,10.1,6.9,16.2,9.0,7.0,13.7,49.19,72005,Sarthe,"Ancinnes, Sarthe, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,479.75,427.5,5757.0,5130.0,172.70999999999998,153.9,79650,71200,3560.0,3982.5,5696.0,6372.0,115.14,102.60000000000001,398.25,356.0,2302.8,2052.0,1132.74732,1009.3788,50,0,200,90004.5,80456.0,0.063963468493242,0.06376155911305559,1855.45732,1713.2788,0.04334830680688188,0.04246695336581485
Arçonnay,1268,624,2175,1598,652,2546,11.1,7.8,18.2,10.2,8.0,12.6,46.53,72006,Sarthe,"Arçonnay, Sarthe, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,527.25,484.49999999999994,6327.0,5813.999999999999,189.81,174.41999999999996,63400,79900,3995.0,3170.0,6392.0,5072.0,126.54,116.27999999999999,317.0,399.5,2530.8,2325.5999999999995,1177.5812400000002,1082.1016799999998,50,0,200,71642.0,90287.0,0.08831411741715753,0.06439465260779513,1917.3912400000002,1806.5216799999998,0.061550609419055866,0.04438599488298425
Ardenay-sur-Mérize,1576,1053,2288,1634,654,2697,10.6,7.8,17.9,9.0,6.7,11.4,34.98,72007,Sarthe,"Ardenay-sur-Mérize, Sarthe, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,503.5,427.5,6042.0,5130.0,181.26,153.9,78800,81700,4085.0,3940.0,6536.0,6304.0,120.84,102.60000000000001,394.0,408.5,2416.8,2052.0,845.39664,717.7896,50,0,200,89044.0,92321.0,0.06785409460491443,0.055566989092405844,1576.6566400000002,1421.6896,0.05014760522887561,0.04016757184172615
Arnage,1637,1049,2465,1845,962,2950,11.3,8.0,17.2,11.3,8.8,14.6,49.65,72008,Sarthe,"Arnage, Sarthe, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,536.75,536.75,6441.0,6441.0,193.23,193.23,81850,92250,4612.5,4092.5,7380.0,6548.0,128.82,128.82,409.25,461.25,2576.4,2576.4,1279.1825999999999,1279.1825999999999,50,0,200,92490.5,104242.5,0.06963958460598656,0.061788617886178863,2022.4125999999999,2022.4125999999999,0.04777341889166996,0.04238758088111855
Arthezé,1893,1022,2237,1397,559,2177,10.2,7.3,15.8,9.4,6.0,13.0,45.27,72009,Sarthe,"Arthezé, Sarthe, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,484.49999999999994,446.5,5813.999999999999,5358.0,174.41999999999996,160.73999999999998,94650,69850,3492.5,4732.5,5588.0,7572.0,116.27999999999999,107.16,473.25,349.25,2325.5999999999995,2143.2,1052.79912,970.2266400000001,50,0,200,106954.5,78930.5,0.0543595641137119,0.06788250422840347,1777.2191199999997,1680.96664,0.03774297369442145,0.04658570970664065
Asnières-sur-Vègre,1855,1052,2260,1276,510,2552,10.2,7.0,16.3,9.4,7.3,11.6,44.62,72010,Sarthe,"Asnières-sur-Vègre, Sarthe, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,484.49999999999994,446.5,5813.999999999999,5358.0,174.41999999999996,160.73999999999998,92750,63800,3190.0,4637.5,5104.0,7420.0,116.27999999999999,107.16,463.75,319.0,2325.5999999999995,2143.2,1037.6827199999998,956.2958399999999,50,0,200,104807.5,72094.0,0.055473129308494136,0.07431963825006242,1762.1027199999999,1667.03584,0.03866037525940414,0.051196551169306735
Assé-le-Boisne,1582,1018,2225,1147,459,2219,10.4,7.1,16.6,8.2,6.8,12.0,39.26,72011,Sarthe,"Assé-le-Boisne, Sarthe, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,494.0,389.49999999999994,5928.0,4673.999999999999,177.84,140.21999999999997,79100,57350,2867.5,3955.0,4588.0,6328.0,118.56,93.47999999999999,395.5,286.75,2371.2,1869.5999999999997,930.9331199999999,734.0049599999999,50,0,200,89383.0,64805.5,0.06632133627199803,0.07212350803558339,1658.7731199999998,1424.2249599999998,0.04776329816631798,0.05014659311323884
Assé-le-Riboul,1661,1032,2411,1072,429,2039,,,,9.3,7.9,13.2,37.49,72012,Sarthe,"Assé-le-Riboul, Sarthe, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,,441.75000000000006,,5301.000000000001,,159.03000000000003,83050,53600,2680.0,4152.5,4288.0,6644.0,,106.02000000000002,415.25,268.0,,2120.4000000000005,,794.9379600000003,50,0,200,93846.5,60568.0,,0.08752146347906486,,1503.9679600000004,,0.0626903982300885
Aubigné-Racan,1558,1178,2051,1177,476,2336,9.2,5.7,16.7,9.7,7.4,12.3,40.44,72013,Sarthe,"Aubigné-Racan, Sarthe, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,436.99999999999994,460.74999999999994,5243.999999999999,5528.999999999999,157.31999999999996,165.86999999999998,77900,58850,2942.5,3895.0,4708.0,6232.0,104.87999999999998,110.57999999999998,389.5,294.25,2097.5999999999995,2211.5999999999995,848.2694399999997,894.3710399999998,50,0,200,88027.0,66500.5,0.05957263112454132,0.08314223201329311,1555.5894399999997,1610.2410399999999,0.04190090040555738,0.05892826309576619
Les Aulneaux,1517,999,2085,1415,566,2582,,,,8.4,6.9,11.4,38.59,72015,Sarthe,"Les Aulneaux, Sarthe, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,,399.0,,4788.0,,143.64,75850,70750,3537.5,3792.5,5660.0,6068.0,,95.76,379.25,353.75,,1915.2,,739.0756800000001,50,0,200,85710.5,79947.5,,0.05988930235467025,,1432.7156800000002,,0.0419685958910535
Auvers-le-Hamon,1835,1048,2254,1371,549,2743,9.7,6.6,17.2,8.6,6.3,11.8,42.33,72016,Sarthe,"Auvers-le-Hamon, Sarthe, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,460.74999999999994,408.5,5528.999999999999,4902.0,165.86999999999998,147.06,91750,68550,3427.5,4587.5,5484.0,7340.0,110.57999999999998,98.04,458.75,342.75,2211.5999999999995,1960.8,936.1702799999998,830.00664,50,0,200,103677.5,77461.5,0.053328832195992375,0.06328305028949865,1652.0402799999997,1527.06664,0.03739441749656386,0.043569171265725556
Auvers-sous-Montfaucon,1599,1220,2058,1668,915,3011,9.8,6.7,15.5,9.2,7.7,11.4,34.92,72017,Sarthe,"Auvers-sous-Montfaucon, Sarthe, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,465.50000000000006,436.99999999999994,5586.000000000001,5243.999999999999,167.58,157.31999999999996,79950,83400,4170.0,3997.5,6672.0,6396.0,111.72000000000003,104.87999999999998,399.75,417.0,2234.4000000000005,2097.5999999999995,780.2524800000002,732.4819199999998,50,0,200,90343.5,94242.0,0.0618306795729632,0.0556439803909085,1497.8324800000003,1439.8019199999999,0.04525137414423839,0.04036627066488401
Avesnes-en-Saosnois,1608,1022,2276,1203,481,2405,11.7,7.9,19.2,10.1,7.4,13.4,36.19,72018,Sarthe,"Avesnes-en-Saosnois, Sarthe, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,555.75,479.75,6669.0,5757.0,200.07,172.70999999999998,80400,60150,3007.5,4020.0,4812.0,6432.0,133.38,115.14,402.0,300.75,2667.6,2302.8,965.4044399999999,833.3833199999999,50,0,200,90852.0,67969.5,0.07340509840179633,0.0846997550371858,1715.47444,1556.09332,0.054523021617575836,0.06180576111344059
Avessé,1831,1060,2237,1332,533,2508,10.4,7.2,16.8,8.8,6.9,11.1,40.92,72019,Sarthe,"Avessé, Sarthe, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,494.0,418.00000000000006,5928.0,5016.000000000001,177.84,150.48000000000002,91550,66600,3330.0,4577.5,5328.0,7324.0,118.56,100.32000000000002,457.75,333.0,2371.2,2006.4000000000003,970.29504,821.0188800000002,50,0,200,103451.5,75258.0,0.05730221408099448,0.06665072151797817,1698.1350400000001,1521.49888,0.040887420288734336,0.046433616625475044
Avezé,1551,983,2197,1463,585,2812,13.4,9.6,20.2,10.9,8.7,16.7,36.98,72020,Sarthe,"Avezé, Sarthe, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,636.5,517.75,7638.0,6213.0,229.14,186.39,77550,73150,3657.5,3877.5,5852.0,6204.0,152.76,124.26,387.75,365.75,3055.2,2485.2,1129.81296,919.0269599999998,50,0,200,87631.5,82659.5,0.08716043888327828,0.07516377427881853,1908.95296,1655.4169599999998,0.06537657166658108,0.055136832910917685
Avoise,1861,1045,2257,1426,570,2711,9.8,6.7,17.2,7.7,5.4,10.3,42.33,72021,Sarthe,"Avoise, Sarthe, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,465.50000000000006,365.75,5586.000000000001,4389.0,167.58,131.67,93050,71300,3565.0,4652.5,5704.0,7444.0,111.72000000000003,87.78,465.25,356.5,2234.4000000000005,1755.6,945.8215200000002,743.1454799999999,50,0,200,105146.5,80569.0,0.05312587675291142,0.054475046233663074,1663.4015200000003,1424.8154799999998,0.03730602996771172,0.036790633121920345
Le Bailleul,1880,1015,2265,1461,584,2691,9.7,6.6,17.2,9.8,7.3,14.0,45.45,72022,Sarthe,"Le Bailleul, Sarthe, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,460.74999999999994,465.50000000000006,5528.999999999999,5586.000000000001,165.86999999999998,167.58,94000,73050,3652.5,4700.0,5844.0,7520.0,110.57999999999998,111.72000000000003,470.0,365.25,2211.5999999999995,2234.4000000000005,1005.1721999999999,1015.5348000000002,50,0,200,106220.0,82546.5,0.052052344191301066,0.06767094910141558,1721.0421999999999,1733.1148000000003,0.03584972509885143,0.04667533087411339
Ballon-Saint Mars,1674,1063,2418,1290,516,2376,9.4,6.4,13.7,9.1,7.7,12.6,44.42,72023,Sarthe,"Ballon-Saint Mars, Sarthe, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,446.5,432.25,5358.0,5187.0,160.73999999999998,155.60999999999999,83700,64500,3225.0,4185.0,5160.0,6696.0,107.16,103.74000000000001,418.5,322.5,2143.2,2074.8,952.0094399999999,921.6261600000001,50,0,200,94581.0,72885.0,0.05664985567925905,0.07116690677094052,1662.74944,1627.2361600000002,0.039069692221482114,0.04884082925156067
La Bazoge,2242,1297,3115,1911,764,2931,11.2,8.3,14.5,10.2,8.7,13.1,42.79,72024,Sarthe,"La Bazoge, Sarthe, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,532.0,484.49999999999994,6384.0,5813.999999999999,191.51999999999998,174.41999999999996,112100,95550,4777.5,5605.0,7644.0,8968.0,127.68,116.27999999999999,560.5,477.75,2553.6,2325.5999999999995,1092.68544,995.1242399999996,50,0,200,126673.0,107971.5,0.0503974801259937,0.05384754310165182,1834.20544,1719.5442399999997,0.03591763485509935,0.03792163450540188
Bazouges-sur-le-Loir,2345,1605,3143,1600,640,3018,11.2,8.0,15.3,12.1,8.9,16.1,46.23,72025,Sarthe,"Bazouges-sur-le-Loir, Sarthe, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,532.0,574.75,6384.0,6897.0,191.51999999999998,206.91,117250,80000,4000.0,5862.5,6400.0,9380.0,127.68,137.94,586.25,400.0,2553.6,2758.8,1180.5292799999997,1275.3932399999999,50,0,200,132492.5,90400.0,0.048183859463743234,0.07629424778761063,1922.0492799999997,2032.3032399999997,0.03367700601920864,0.053813017256637175
Beaufay,1490,949,2151,1613,660,2793,9.8,7.2,16.5,9.4,7.0,11.6,49.65,72026,Sarthe,"Beaufay, Sarthe, France",50,12,300,0.05,0.08,0.03,600,2000,50000,0.95,465.50000000000006,446.5,5586.000000000001,5358.0,167.58,160.73999999999998,74500,80650,4032.5,3725.0,6452.0,5960.0,111.72000000000003,107.16,372.5,403.25,2234.4000000000005,2143.2,1109.3796000000002,1064.0988,50,0,200,84185.0,91134.5,0.06635386351487796,0.05879222467890865,1826.9596000000001,1774.8388,0.04465213992991626,0.03931728598938931
