,CODE_INSEE,DEP,P22_POP,P16_POP,SUPERF,DENS_LOG_22,REP_MAISON_22,REP_APPART_22,NB_COM_22,TX_EMP_22,CROI_POP_16_22,TX_OCCUP_22,LOG_MEN_22,PART_1529,PART_RES_SECOND,PART_HLM,DENS_POP_22,TX_EMP_22_n,CROI_POP_16_22_n,TX_OCCUP_22_n,LOG_MEN_22_n,PART_RES_SECOND_n,DENS_POP_22_n,POP_LOG_norm,INDICE_TENSION_LOG,INDICE_TENSION,CATEG_TENSION
17500,49012,49,349.0,366.0,5.32,32.9,1.0,0.0,3.0,0.751,-4.64,0.96,0.829,0.103,0.131,0.11,65.6,0.6588541666666665,0.2917833031450684,0.8581560283687941,0.8054123711340204,0.16645489199491742,0.012278029012037164,0.46155262946603454,0.284,0.615,Tendu
17501,49015,49,15225.0,13699.0,15.84,470.2,0.6,0.4,141.0,0.676,11.14,0.971,0.96,0.163,0.011,0.197,961.17,0.46354166666666674,0.551621933146715,0.897163120567376,0.9742268041237112,0.01397712833545108,0.19203664340324403,0.758817552067559,0.491,0.647,Tendu
17502,49017,49,629.0,572.0,13.46,20.4,1.0,0.0,2.0,0.721,9.97,0.924,0.837,0.181,0.087,0.069,46.73,0.5807291666666665,0.5323563313024865,0.7304964539007095,0.8157216494845361,0.11054637865311308,0.008490446742016872,0.5078649504837308,0.309,0.608,Tendu
17503,49018,49,11747.0,11868.0,268.16,22.5,0.9,0.1,102.0,0.701,-1.02,0.921,0.845,0.145,0.076,0.131,43.81,0.528645833333333,0.35139140457763873,0.7198581560283688,0.8260309278350515,0.096569250317662,0.007904344981102233,0.7383853437091157,0.411,0.557,Intermédiaire
17504,49020,49,5618.0,5002.00000000001,19.34,134.8,0.8,0.2,65.0,0.675,12.32,0.947,0.936,0.155,0.012,0.153,290.49,0.4609375,0.5710521982545694,0.8120567375886525,0.9432989690721649,0.015247776365946633,0.0574179005915212,0.6802746450543379,0.424,0.623,Tendu
17505,49021,49,6893.0,7166.0,42.04,74.1,0.9,0.1,53.0,0.727,-3.81,0.951,0.936,0.146,0.015,0.147,163.96,0.5963541666666665,0.30545035402601683,0.8262411347517729,0.9432989690721649,0.01905972045743329,0.032020826684490585,0.6963872353649886,0.423,0.607,Tendu
17506,49022,49,1346.0,1413.0,12.78,49.0,1.0,0.0,25.0,0.767,-4.74,0.923,0.892,0.16,0.03,0.081,105.32,0.7005208333333333,0.29013667050880954,0.7269503546099294,0.8865979381443299,0.03811944091486658,0.020250618718725345,0.5677394696967002,0.338,0.596,Intermédiaire
17507,49023,49,23887.0,23146.0,230.45,45.5,0.9,0.1,186.0,0.753,3.2,0.944,0.932,0.157,0.012,0.092,103.65,0.6640625,0.4208793018277623,0.8014184397163118,0.9381443298969072,0.015247776365946633,0.019915416684229647,0.7943028092400954,0.508,0.64,Tendu
17508,49026,49,2781.0,2810.0,46.17,26.6,0.9,0.1,32.0,0.728,-1.03,0.957,0.938,0.18,0.019,0.072,60.23,0.5989583333333333,0.3512267413140129,0.8475177304964538,0.9458762886597936,0.0241423125794155,0.011200163787341406,0.6248858365628408,0.39,0.623,Tendu
17509,49027,49,2115.0,2040.0,14.62,57.9,1.0,0.0,19.0,0.779,3.68,0.971,0.958,0.16,0.012,0.043,144.66,0.7317708333333335,0.42878313848180477,0.897163120567376,0.9716494845360824,0.015247776365946633,0.028146934908582173,0.603325253883978,0.416,0.689,Tendu
17510,49028,49,119.0,123.0,2.21,43.0,1.0,0.0,1.0,0.73,-3.25,0.978,0.632,0.113,0.347,0.0,53.85,0.6041666666666665,0.31467149678906636,0.9219858156028367,0.5515463917525772,0.4409148665819568,0.009919571583699147,0.3772114403075374,0.226,0.599,Intermédiaire
17511,49029,49,1317.0,1228.0,24.35,27.8,1.0,0.0,5.0,0.687,7.25,0.943,0.859,0.126,0.084,0.055,54.09,0.4921875,0.48756792359624573,0.7978723404255317,0.8440721649484535,0.10673443456162644,0.009967744331171582,0.5660246252116019,0.339,0.6,Intermédiaire
17512,49030,49,938.000000000001,998.0,21.46,20.2,1.0,0.0,2.0,0.712,-6.01,0.903,0.863,0.143,0.039,0.043,43.71,0.5572916666666665,0.26922443602832213,0.6560283687943262,0.8492268041237112,0.04955527318932656,0.007884273002988718,0.5393101114887962,0.287,0.532,Intermédiaire
17513,49035,49,6635.0,6709.0,19.81,149.1,0.9,0.1,45.0,0.723,-1.1,0.945,0.926,0.123,0.019,0.113,334.93,0.5859374999999998,0.3500740984686317,0.8049645390070919,0.9304123711340206,0.0241423125794155,0.06633788766516728,0.6933819800761181,0.42,0.606,Tendu
17514,49036,49,775.0,745.0,15.79,21.3,1.0,0.0,4.0,0.75,4.03,0.936,0.907,0.152,0.029,0.08,49.08,0.65625,0.4345463527087107,0.773049645390071,0.9059278350515463,0.03684879288437103,0.008962138227684477,0.5242875791793533,0.33,0.629,Tendu
17515,49038,49,236.0,251.0,5.29,24.0,1.0,0.0,1.0,0.727,-5.98,0.889,0.826,0.111,0.063,0.048,44.61,0.5963541666666665,0.26971842581919975,0.6063829787234045,0.8015463917525771,0.08005082592121983,0.008064920806010354,0.43083413034300483,0.225,0.523,Intermédiaire
17516,49041,49,2078.0,1973.0,33.32,30.2,1.0,0.0,18.0,0.655,5.32,0.918,0.876,0.136,0.042,0.134,62.36,0.40885416666666674,0.4557879137164499,0.7092198581560285,0.865979381443299,0.05336721728081322,0.011627696921159277,0.601935340187695,0.331,0.549,Intermédiaire
17517,49045,49,617.0,599.0,27.57,10.2,1.0,0.0,1.0,0.621,3.01,0.898,0.822,0.138,0.076,0.06,22.38,0.3203125,0.4177506998188705,0.6382978723404258,0.7963917525773194,0.096569250317662,0.003602920071375954,0.5063496915294295,0.249,0.492,Intermédiaire
17518,49048,49,3193.0,2898.0,14.28,96.8,0.9,0.1,23.0,0.757,10.18,0.955,0.918,0.139,0.037,0.075,223.6,0.6744791666666665,0.5358142598386301,0.8404255319148937,0.9201030927835052,0.04701397712833545,0.043991754431390966,0.6357671905293418,0.429,0.675,Tendu
17519,49050,49,11000.0,10803.0,120.89,40.0,0.9,0.1,113.0,0.742,1.82,0.949,0.91,0.142,0.04,0.087,90.99,0.6354166666666665,0.3981557714473901,0.8191489361702127,0.9097938144329896,0.05082592121982211,0.017374304255058638,0.7332090218888654,0.462,0.63,Tendu
17520,49053,49,348.0,370.999999999999,4.79,32.3,1.0,0.0,0.0,0.795,-6.2,0.941,0.901,0.142,0.039,0.082,72.65,0.7734375,0.26609583401943027,0.7907801418439715,0.8981958762886597,0.04955527318932656,0.013693103469039979,0.46132719000675826,0.29,0.629,Tendu
17521,49054,49,2815.0,2845.0,5.16,280.2,0.8,0.2,36.0,0.676,-1.05,0.913,0.885,0.166,0.028,0.124,545.54,0.46354166666666674,0.3508974147867611,0.6914893617021276,0.8775773195876289,0.035578144853875476,0.10861148077004136,0.6258429384592088,0.337,0.538,Intermédiaire
17522,49055,49,2397.0,2214.0,16.1,64.5,0.9,0.1,19.0,0.723,8.27,0.974,0.943,0.126,0.031,0.081,148.88,0.5859374999999998,0.504363576486086,0.9078014184397163,0.9523195876288659,0.03939008894536213,0.02899397238497251,0.613182606935736,0.41,0.669,Tendu
17523,49056,49,276.0,252.0,7.63,15.3,1.0,0.0,2.0,0.767,9.52,0.957,0.906,0.13,0.051,0.028,36.17,0.7005208333333333,0.5249464844393217,0.8475177304964538,0.9046391752577319,0.06480304955527319,0.006370845853229682,0.443122172904458,0.301,0.679,Tendu
17524,49057,49,329.0,362.0,8.45,15.8,1.0,0.0,1.0,0.737,-9.12,0.977,0.94,0.115,0.038,0.104,38.93,0.6223958333333333,0.21801416104067187,0.9184397163120566,0.9484536082474224,0.048284625158831,0.006924832449162697,0.4569165254360841,0.285,0.623,Tendu
17525,49058,49,892.0,880.000000000003,13.86,27.5,1.0,0.0,4.0,0.742,1.36,0.959,0.952,0.169,0.006,0.111,64.36,0.6354166666666665,0.3905812613205994,0.854609929078014,0.9639175257731958,0.007623888182973317,0.012029136483429579,0.5353525244885988,0.345,0.644,Tendu
17526,49060,49,3450.0,3551.99999999999,35.1,48.8,1.0,0.0,36.0,0.715,-2.87,0.921,0.881,0.13,0.04,0.095,98.29,0.5651041666666665,0.32092870080685004,0.7198581560283688,0.8724226804123711,0.05082592121982211,0.01883955865734524,0.6418648284559243,0.363,0.565,Intermédiaire
17527,49061,49,811.0,816.0,47.87,9.1,1.0,0.0,3.0,0.731,-0.61,0.907,0.823,0.126,0.084,0.097,16.94,0.6067708333333333,0.3581425983863,0.670212765957447,0.7976804123711339,0.10673443456162644,0.002511004462000735,0.5278605809531258,0.296,0.561,Intermédiaire
17528,49063,49,6541.00000000001,6557.00000000001,38.35,86.5,0.8,0.2,75.0,0.707,-0.24,0.92,0.886,0.147,0.034,0.118,170.56,0.544270833333333,0.3642351391404578,0.7163120567375887,0.8788659793814433,0.043202033036848796,0.03334557723998258,0.6922579122173735,0.393,0.568,Intermédiaire
17529,49064,49,409.0,391.999999999999,12.86,17.6,1.0,0.0,2.0,0.745,4.34,0.9,0.69,0.145,0.21,0.092,31.8,0.6432291666666665,0.43965091388111316,0.645390070921986,0.6262886597938143,0.2668360864040661,0.005493700409669074,0.4740192629570106,0.266,0.562,Intermédiaire
17530,49067,49,341.0,354.0,16.78,10.2,0.9,0.1,0.0,0.783,-3.67,0.924,0.801,0.126,0.123,0.0,20.32,0.7421875,0.3077556397167792,0.7304964539007095,0.7693298969072164,0.156289707750953,0.003189437322237544,0.4597307902133899,0.275,0.599,Intermédiaire
17531,49068,49,1837.0,1870.0,36.76,22.8,1.0,0.0,14.0,0.765,-1.76,0.918,0.888,0.158,0.03,0.103,49.97,0.6953125,0.33920632306932325,0.7092198581560285,0.8814432989690721,0.03811944091486658,0.00914077883289476,0.592227576463817,0.355,0.599,Intermédiaire
17532,49070,49,712.0,710.000000000002,27.47,12.2,1.0,0.0,2.0,0.737,0.28,0.895,0.883,0.141,0.012,0.089,25.92,0.6223958333333333,0.3727976288490038,0.6276595744680851,0.875,0.015247776365946633,0.004313468096594388,0.5176162554022602,0.292,0.564,Intermédiaire
17533,49076,49,820.0,743.0,10.63,31.8,1.0,0.0,1.0,0.829,10.36,0.941,0.908,0.171,0.033,0.033,77.14,0.8619791666666665,0.538778198583896,0.7907801418439715,0.9072164948453607,0.041931385006353246,0.014594335286336805,0.5287290763790679,0.374,0.707,Tendu
17534,49080,49,8712.0,8776.00000000001,143.36,28.0,0.9,0.1,72.0,0.718,-0.73,0.935,0.897,0.165,0.038,0.155,60.77,0.5729166666666665,0.3561666392227894,0.769503546099291,0.893041237113402,0.048284625158831,0.011308552469154388,0.7148373145868624,0.422,0.59,Intermédiaire
17535,49082,49,941.0,958.999999999995,14.77,29.5,1.0,0.0,4.0,0.76,-1.88,0.914,0.886,0.114,0.028,0.069,63.71,0.6822916666666665,0.3372303639058126,0.6950354609929081,0.8788659793814433,0.035578144853875476,0.01189866862569173,0.5395614387745092,0.319,0.591,Intermédiaire
17536,49086,49,3885.0,3959.0,57.05,30.3,0.9,0.1,39.0,0.775,-1.87,0.937,0.894,0.145,0.043,0.09,68.1,0.7213541666666665,0.33739502716943853,0.7765957446808511,0.8891752577319587,0.054637865311308764,0.012779828464875041,0.6512186094119728,0.407,0.625,Tendu
17537,49089,49,1067.0,1059.0,30.82,15.0,1.0,0.0,7.0,0.791,0.76,0.94,0.915,0.175,0.026,0.087,34.62,0.7630208333333335,0.3807014655030463,0.7872340425531914,0.9162371134020619,0.03303684879288437,0.006059730192470198,0.5494526879144366,0.357,0.65,Tendu
17538,49090,49,1036.0,977.0,17.35,29.0,1.0,0.0,7.0,0.765,6.04,0.889,0.843,0.131,0.046,0.064,59.71,0.6953125,0.4676436686975136,0.6063829787234045,0.8234536082474226,0.05844980940279543,0.01109578950115113,0.547131833989391,0.323,0.589,Intermédiaire
17539,49092,49,21550.0,21600.0,323.98,29.4,0.9,0.1,149.0,0.751,-0.23,0.933,0.915,0.154,0.019,0.109,66.52,0.6588541666666665,0.3643998024040837,0.7624113475177308,0.9162371134020619,0.0241423125794155,0.012462691210681503,0.7861909550868135,0.483,0.614,Tendu
17540,49099,49,54074.0,53718.0,87.47,319.9,0.6,0.4,479.0,0.671,0.66,0.948,0.929,0.181,0.019,0.18,618.2,0.45052083333333326,0.37905483286678743,0.8156028368794326,0.9342783505154639,0.0241423125794155,0.12319578006732142,0.8586747503293317,0.499,0.582,Intermédiaire
17541,49100,49,473.0,470.999999999999,19.29,11.6,1.0,0.0,1.0,0.724,0.42,0.923,0.887,0.144,0.036,0.0,24.52,0.5885416666666665,0.3751029145397662,0.7269503546099294,0.8801546391752577,0.045743329097839895,0.004032460403005177,0.48544791567607104,0.284,0.584,Intermédiaire
17542,49102,49,345.0,342.999999999998,21.74,8.3,1.0,0.0,2.0,0.694,0.58,0.86,0.796,0.139,0.064,0.137,15.87,0.5104166666666665,0.3777375267577804,0.5035460992907801,0.7628865979381443,0.08132147395171538,0.0022962342961861232,0.4606469753883728,0.226,0.49,Intermédiaire
17543,49107,49,481.0,472.000000000001,10.38,22.8,1.0,0.0,1.0,0.742,1.91,0.923,0.858,0.132,0.066,0.04,46.34,0.6354166666666665,0.39963774082002307,0.7269503546099294,0.8427835051546391,0.08386277001270649,0.008412166027374164,0.48676662490623807,0.291,0.597,Intermédiaire
17544,49109,49,1575.0,1598.0,31.49,22.9,1.0,0.0,8.0,0.799,-1.44,0.917,0.904,0.15,0.013,0.053,50.02,0.7838541666666665,0.3444755475053516,0.7056737588652484,0.902061855670103,0.016518424396442185,0.00915081482195152,0.5801104578644959,0.362,0.623,Tendu
17545,49110,49,1982.0,1819.0,31.49,26.6,1.0,0.0,18.0,0.758,8.96,0.949,0.919,0.136,0.03,0.095,62.94,0.6770833333333333,0.515725341676272,0.8191489361702127,0.9213917525773196,0.03811944091486658,0.011744114394217664,0.5982104025555698,0.398,0.665,Tendu
17546,49112,49,935.000000000001,917.0,13.4,35.6,1.0,0.0,9.0,0.717,1.96,0.927,0.868,0.131,0.059,0.031,69.78,0.5703124999999998,0.4004610571381525,0.7411347517730498,0.8556701030927834,0.0749682337992376,0.013117037697182095,0.5390579799543984,0.316,0.587,Intermédiaire
17547,49113,49,530.0,497.0,6.99,34.4,1.0,0.0,2.0,0.76,6.64,0.952,0.904,0.162,0.048,0.005,75.82,0.6822916666666665,0.4775234645150667,0.829787234042553,0.902061855670103,0.060991105463786534,0.014329385175238404,0.4943950082395916,0.326,0.66,Tendu
17548,49114,49,140.0,147.0,13.77,8.5,1.0,0.0,0.0,0.613,-4.76,0.922,0.569,0.172,0.353,0.0,10.17,0.2994791666666665,0.2898073439815577,0.7234042553191493,0.4703608247422679,0.4485387547649301,0.0011521315437157645,0.3899179249343102,0.176,0.453,Intermédiaire
17549,49120,49,1448.0,1402.0,15.6,43.9,1.0,0.0,14.0,0.777,3.28,0.959,0.885,0.113,0.074,0.073,92.82,0.7265625,0.42219660793676933,0.854609929078014,0.8775773195876289,0.0940279542566709,0.017741621454535964,0.5734907242265936,0.381,0.665,Tendu
17550,49121,49,442.0,464.0,23.77,9.2,1.0,0.0,1.0,0.728,-4.74,0.877,0.84,0.158,0.037,0.054,18.59,0.5989583333333333,0.29013667050880954,0.5638297872340425,0.8195876288659794,0.04701397712833545,0.0028421921008737333,0.480118682823562,0.248,0.517,Intermédiaire
17551,49123,49,1812.0,1673.0,14.72,52.9,1.0,0.0,18.0,0.695,8.31,0.942,0.926,0.127,0.016,0.057,123.1,0.513020833333333,0.5050222295405895,0.7943262411347516,0.9304123711340206,0.020330368487928845,0.023819416427308324,0.5911485259470403,0.364,0.616,Tendu
17552,49125,49,11227.0,10981.0,148.55,37.1,0.9,0.1,99.0,0.692,2.24,0.922,0.886,0.158,0.037,0.137,75.58,0.505208333333333,0.4050716285196773,0.7234042553191493,0.8788659793814433,0.04701397712833545,0.014281212427765968,0.7348182879121368,0.418,0.569,Intermédiaire
17553,49126,49,16975.0,16324.0,156.34,48.5,1.0,0.0,118.0,0.774,3.99,0.948,0.914,0.151,0.033,0.057,108.58,0.71875,0.4338876996542072,0.8156028368794326,0.9149484536082473,0.041931385006353246,0.020904965205225938,0.7673897087691796,0.505,0.658,Tendu
17554,49127,49,3376.0,3371.0,60.58,28.7,0.9,0.1,35.0,0.699,0.15,0.88,0.844,0.142,0.036,0.188,55.73,0.5234374999999998,0.37065700642186733,0.5744680851063828,0.8247422680412371,0.045743329097839895,0.010296924772233228,0.6401569300811589,0.332,0.518,Intermédiaire
17555,49129,49,4614.0,4070.0,17.02,130.4,0.8,0.2,44.0,0.716,13.37,0.935,0.92,0.156,0.015,0.178,271.09,0.5677083333333333,0.5883418409352874,0.769503546099291,0.9226804123711341,0.01905972045743329,0.05352393683749927,0.6647652719747743,0.424,0.638,Tendu
17556,49130,49,661.0,631.0,12.55,20.5,1.0,0.0,5.0,0.776,4.75,0.932,0.884,0.138,0.049,0.017,52.67,0.7239583333333335,0.44640210768977445,0.7588652482269507,0.8762886597938144,0.06226175349428209,0.009682722241959669,0.5117687104586363,0.328,0.641,Tendu
17557,49131,49,718.999999999999,746.999999999997,26.99,12.5,1.0,0.0,1.0,0.707,-3.75,0.922,0.858,0.141,0.063,0.032,26.64,0.544270833333333,0.3064383336077721,0.7234042553191493,0.8427835051546391,0.08005082592121983,0.004457986339011696,0.5183860274159485,0.288,0.555,Intermédiaire
17558,49132,49,1567.0,1547.0,19.6,34.8,1.0,0.0,8.0,0.784,1.29,0.936,0.902,0.182,0.034,0.052,79.95,0.7447916666666665,0.3894286184752182,0.773049645390071,0.8994845360824741,0.043202033036848796,0.01515835787132658,0.5797094847992926,0.372,0.642,Tendu
17559,49135,49,2216.0,2216.00000000001,25.52,37.6,0.9,0.1,17.0,0.737,-0.0,0.947,0.914,0.151,0.033,0.058,86.83,0.6223958333333333,0.36818705746747904,0.8120567375886525,0.9149484536082473,0.041931385006353246,0.016539309965536413,0.606999076405845,0.376,0.619,Tendu
17560,49138,49,2531.0,2637.00000000001,60.22,19.7,1.0,0.0,13.0,0.752,-4.02,0.917,0.858,0.147,0.059,0.056,42.03,0.6614583333333333,0.30199242548987326,0.7056737588652484,0.8427835051546391,0.0749682337992376,0.007547063770681666,0.6174668260688433,0.357,0.578,Intermédiaire
17561,49140,49,1477.0,1532.0,14.82,46.7,0.9,0.1,7.0,0.792,-3.59,0.914,0.751,0.298,0.164,0.246,99.66,0.765625,0.3090729458257863,0.6950354609929081,0.7048969072164948,0.20838627700127066,0.019114544757500393,0.5750520599635662,0.339,0.589,Intermédiaire
17562,49155,49,1437.0,1449.0,26.9,24.3,0.9,0.1,17.0,0.777,-0.83,0.944,0.878,0.166,0.066,0.026,53.42,0.7265625,0.3545200065865306,0.8014184397163118,0.8685567010309279,0.08386277001270649,0.00983326207781103,0.5728903046879342,0.364,0.635,Tendu
17563,49160,49,3069.0,2976.0,25.66,60.8,0.9,0.1,35.0,0.703,3.12,0.894,0.841,0.136,0.054,0.112,119.6,0.5338541666666665,0.4195619957187552,0.624113475177305,0.8208762886597938,0.06861499364675985,0.023116897193335297,0.6326473421525398,0.344,0.544,Intermédiaire
17564,49161,49,343.0,320.000000000001,12.55,15.1,1.0,0.0,2.0,0.779,7.19,0.936,0.718,0.131,0.218,0.022,27.33,0.7317708333333335,0.48657994401449045,0.773049645390071,0.6623711340206184,0.2770012706480305,0.00459648298799495,0.4601902144728821,0.292,0.634,Tendu
17565,49163,49,2792.0,2746.00000000001,60.5,21.4,0.9,0.1,21.0,0.778,1.68,0.932,0.877,0.135,0.055,0.112,46.15,0.7291666666666665,0.39585048575662773,0.7588652482269507,0.8672680412371134,0.0698856416772554,0.008374029268958486,0.6251967612389403,0.395,0.632,Tendu
17566,49167,49,4670.00000000001,4495.0,25.25,82.7,1.0,0.0,31.0,0.714,3.89,0.951,0.926,0.118,0.024,0.041,184.95,0.5624999999999998,0.43224106701794834,0.8262411347517729,0.9304123711340206,0.030495552731893267,0.0362339348905174,0.6657155953813417,0.415,0.623,Tendu
17567,49170,49,828.0,822.0,18.95,22.3,1.0,0.0,4.0,0.716,0.73,0.91,0.865,0.141,0.045,0.096,43.69,0.5677083333333333,0.3802074757121687,0.6808510638297873,0.8518041237113401,0.05717916137229987,0.007880258607366014,0.5294931166668192,0.299,0.564,Intermédiaire
17568,49171,49,119.0,122.0,5.17,13.0,1.0,0.0,0.0,0.697,-2.46,0.955,0.806,0.168,0.149,0.0,23.02,0.5182291666666665,0.3276798946155113,0.8404255319148937,0.7757731958762886,0.18932655654383734,0.0037313807313024507,0.3772114403075374,0.219,0.579,Intermédiaire
17569,49174,49,1304.0,1321.0,21.83,29.1,1.0,0.0,10.0,0.757,-1.29,0.914,0.85,0.154,0.064,0.13,59.73,0.6744791666666665,0.3469454964597399,0.6950354609929081,0.8324742268041236,0.08132147395171538,0.01109980389677383,0.5652436173036964,0.331,0.586,Intermédiaire
17570,49176,49,5343.0,4869.99999999998,47.74,49.7,0.8,0.2,53.0,0.738,9.71,0.945,0.928,0.173,0.017,0.149,111.92,0.6249999999999998,0.5280750864482134,0.8049645390070919,0.9329896907216495,0.021601016518424398,0.021575369274217344,0.6763209678573484,0.441,0.652,Tendu
17571,49178,49,884.000000000001,861.000000000001,33.73,13.0,1.0,0.0,4.0,0.735,2.67,0.869,0.841,0.14,0.028,0.088,26.21,0.6171874999999998,0.4121521488555904,0.5354609929078014,0.8208762886597938,0.035578144853875476,0.004371676833123582,0.5346434889972406,0.288,0.538,Intermédiaire
17572,49180,49,6583.0,6813.0,96.2,35.6,0.9,0.1,67.0,0.685,-3.38,0.914,0.889,0.142,0.025,0.198,68.43,0.48697916666666674,0.3125308743619299,0.6950354609929081,0.8827319587628866,0.03176620076238882,0.012846065992649643,0.6927621381596144,0.373,0.538,Intermédiaire
17573,49182,49,895.0,844.0,25.82,16.2,1.0,0.0,3.0,0.818,6.04,0.927,0.884,0.132,0.043,0.027,34.66,0.833333333333333,0.4676436686975136,0.7411347517730498,0.8762886597938144,0.054637865311308764,0.006067758983715604,0.5356167763984442,0.358,0.668,Tendu
17574,49183,49,4967.0,4856.00000000001,130.24,16.7,1.0,0.0,40.0,0.756,2.29,0.933,0.908,0.149,0.025,0.092,38.14,0.671875,0.40589494483780675,0.7624113475177308,0.9072164948453607,0.03176620076238882,0.006766263822065929,0.6705726029341564,0.419,0.624,Tendu
17575,49188,49,845.999999999999,841.999999999998,21.09,17.0,1.0,0.0,6.0,0.781,0.48,0.949,0.914,0.168,0.036,0.043,40.11,0.7369791666666665,0.3760908941215215,0.8191489361702127,0.9149484536082473,0.045743329097839895,0.007161681790902175,0.5311855906563389,0.346,0.652,Tendu
17576,49192,49,3205.99999999999,3161.0,33.42,40.8,0.9,0.1,30.0,0.748,1.42,0.969,0.955,0.141,0.014,0.094,95.93,0.6510416666666665,0.39156924090235473,0.8900709219858154,0.9677835051546391,0.017789072426937738,0.018365859973866284,0.6360872295522196,0.419,0.659,Tendu
17577,49193,49,3878.00000000001,3821.99999999999,31.62,56.5,0.9,0.1,25.0,0.748,1.47,0.951,0.941,0.157,0.01,0.111,122.64,0.6510416666666665,0.39239255722048416,0.8262411347517729,0.9497422680412371,0.012706480304955527,0.023727085327986158,0.6510765521266532,0.416,0.639,Tendu
17578,49194,49,5770.0,5787.0,41.79,58.8,0.9,0.1,44.0,0.766,-0.29,0.954,0.933,0.144,0.022,0.044,138.07,0.6979166666666665,0.36341182282232837,0.8368794326241131,0.9394329896907216,0.02795425667090216,0.02682419155090153,0.6823777089155916,0.442,0.647,Tendu
17579,49195,49,1257.0,1154.0,8.9,57.4,1.0,0.0,7.0,0.764,8.93,0.957,0.948,0.127,0.009,0.066,141.24,0.6927083333333333,0.5152313518853944,0.8475177304964538,0.9587628865979381,0.011435832274459974,0.027460473257099962,0.5623535713150758,0.383,0.681,Tendu
17580,49200,49,6453.0,6350.99999999999,53.5,50.5,0.9,0.1,48.0,0.767,1.61,0.957,0.946,0.152,0.012,0.118,120.62,0.7005208333333333,0.39469784291124654,0.8475177304964538,0.9561855670103092,0.015247776365946633,0.023321631370093153,0.6911908581619,0.455,0.659,Tendu
17581,49201,49,2057.0,2088.99999999999,17.37,58.4,0.9,0.1,17.0,0.713,-1.53,0.93,0.896,0.158,0.034,0.158,118.42,0.559895833333333,0.34299357813271864,0.75177304964539,0.8917525773195876,0.043202033036848796,0.022880047851595822,0.6011354243093536,0.348,0.579,Intermédiaire
17582,49205,49,1050.0,989.0,17.73,25.8,1.0,0.0,17.0,0.713,6.17,0.924,0.891,0.133,0.033,0.179,59.22,0.559895833333333,0.46978429112465014,0.7304964539007095,0.8853092783505154,0.041931385006353246,0.010997436808394904,0.548188434614263,0.328,0.598,Intermédiaire
17583,49209,49,433.0,414.0,9.01,21.1,1.0,0.0,1.0,0.807,4.59,0.928,0.857,0.125,0.072,0.065,48.06,0.8046875,0.4437674954717603,0.7446808510638299,0.8414948453608246,0.09148665819567979,0.008757404050926624,0.47850147819338446,0.313,0.654,Tendu
17584,49211,49,1229.0,1225.0,26.34,20.5,1.0,0.0,6.0,0.756,0.33,0.957,0.931,0.135,0.026,0.112,46.66,0.671875,0.37362094516713323,0.8475177304964538,0.9368556701030928,0.03303684879288437,0.008476396357337412,0.5605800647323556,0.362,0.645,Tendu
17585,49214,49,7811.00000000001,7513.0,13.81,251.9,0.7,0.3,63.0,0.736,3.97,0.963,0.954,0.15,0.008,0.249,565.6,0.6197916666666665,0.43355837312695544,0.8687943262411348,0.9664948453608246,0.010165184243964422,0.11263791957961249,0.7062368670771408,0.461,0.653,Tendu
17586,49215,49,3716.0,3902.99999999998,48.96,41.7,0.8,0.2,41.0,0.704,-4.79,0.905,0.853,0.153,0.052,0.217,75.9,0.536458333333333,0.2893133541906801,0.6631205673758864,0.8363402061855669,0.06607369758576874,0.014345442757729218,0.6477152873065725,0.344,0.532,Intermédiaire
17587,49216,49,565.0,570.0,11.99,19.8,1.0,0.0,1.0,0.761,-0.88,0.962,0.933,0.149,0.029,0.0,47.12,0.6848958333333333,0.35369669026840117,0.8652482269503543,0.9394329896907216,0.03684879288437103,0.008568727456659582,0.49942440221827483,0.325,0.65,Tendu
17588,49217,49,792.0,744.0,11.13,31.2,1.0,0.0,2.0,0.758,6.45,0.946,0.902,0.16,0.045,0.113,71.16,0.6770833333333333,0.4743948625061749,0.8085106382978724,0.8994845360824741,0.05717916137229987,0.013394030995148602,0.5259950362249697,0.343,0.652,Tendu
17589,49218,49,15684.0,15971.0,198.85,35.9,1.0,0.0,113.0,0.756,-1.8,0.934,0.912,0.147,0.021,0.073,78.87,0.671875,0.3385476700148197,0.7659574468085109,0.9123711340206184,0.02668360864040661,0.014941580507700615,0.7611576733533588,0.466,0.612,Tendu
17590,49219,49,416.000000000001,441.000000000002,5.19,70.3,0.9,0.1,5.0,0.646,-5.67,0.906,0.62,0.098,0.286,0.156,80.15,0.3854166666666665,0.27482298699160224,0.666666666666667,0.5360824742268041,0.36340533672172803,0.01519850182755361,0.47535312131981494,0.219,0.462,Intermédiaire
17591,49220,49,3694.0,3642.00000000001,87.88,21.0,1.0,0.0,28.0,0.741,1.43,0.941,0.856,0.154,0.086,0.106,42.03,0.6328124999999998,0.3917339041659806,0.7907801418439715,0.8402061855670102,0.10927573062261753,0.007547063770681666,0.6472475571634939,0.397,0.613,Tendu
17592,49221,49,800.0,864.000000000001,40.79,13.3,1.0,0.0,5.0,0.646,-7.41,0.9,0.697,0.117,0.203,0.077,19.61,0.3854166666666665,0.2461715791206982,0.645390070921986,0.6353092783505153,0.2579415501905972,0.0030469262776315867,0.5267859190236492,0.242,0.46,Intermédiaire
