,CODE_INSEE,DEP,P22_POP,P16_POP,SUPERF,DENS_LOG_22,REP_MAISON_22,REP_APPART_22,NB_COM_22,TX_EMP_22,CROI_POP_16_22,TX_OCCUP_22,LOG_MEN_22,PART_1529,PART_RES_SECOND,PART_HLM,DENS_POP_22,TX_EMP_22_n,CROI_POP_16_22_n,TX_OCCUP_22_n,LOG_MEN_22_n,PART_RES_SECOND_n,DENS_POP_22_n,POP_LOG_norm,INDICE_TENSION_LOG,INDICE_TENSION,CATEG_TENSION
28597,72313,72,211.999999999999,226.0,10.12,12.1,1.0,0.0,0.0,0.748,-6.19,0.911,0.766,0.136,0.145,0.0,20.95,0.6510416666666665,0.2662604972830562,0.6843971631205674,0.7242268041237113,0.18424396442185514,0.0033158907843526884,0.42242177081261556,0.232,0.55,Intermédiaire
28598,72314,72,363.0,377.0,16.55,12.6,1.0,0.0,1.0,0.584,-3.71,0.858,0.736,0.172,0.122,0.0,21.93,0.22395833333333326,0.3070969866622757,0.4964539007092199,0.6855670103092782,0.15501905972045743,0.003512596169865136,0.46464287013762284,0.183,0.394,Détendu
28599,72315,72,832.000000000001,838.000000000004,11.25,40.3,1.0,0.0,4.0,0.656,-0.72,0.921,0.846,0.145,0.075,0.017,73.96,0.41145833333333326,0.3563313024864153,0.7198581560283688,0.8273195876288659,0.09529860228716645,0.013956046382327024,0.5298723763028926,0.28,0.529,Intermédiaire
28600,72316,72,705.0,689.0,10.12,34.8,1.0,0.0,5.0,0.712,2.32,0.946,0.869,0.123,0.077,0.003,69.66,0.5572916666666665,0.40638893462868436,0.8085106382978724,0.8569587628865978,0.09783989834815757,0.013092951323445876,0.5168388886160721,0.312,0.604,Tendu
28601,72317,72,498.0,518.0,16.54,18.5,1.0,0.0,1.0,0.722,-3.86,0.899,0.807,0.143,0.092,0.045,30.11,0.5833333333333333,0.3046270377078874,0.6418439716312059,0.777061855670103,0.11689961880559085,0.0051544839795506685,0.4894976783980858,0.262,0.534,Intermédiaire
28602,72319,72,729.000000000001,773.000000000001,11.82,28.4,1.0,0.0,3.0,0.75,-5.69,0.945,0.897,0.124,0.049,0.0,61.68,0.65625,0.2744936604643504,0.8049645390070919,0.893041237113402,0.06226175349428209,0.011491207469987375,0.5194728175740746,0.314,0.605,Tendu
28603,72320,72,2773.0,2509.99999999999,9.66,108.9,1.0,0.0,24.0,0.676,10.48,0.961,0.955,0.13,0.006,0.055,287.06,0.46354166666666674,0.5407541577474066,0.8617021276595742,0.9677835051546391,0.007623888182973317,0.05672943174222763,0.6246589363707143,0.396,0.634,Tendu
28604,72321,72,499.0,581.999999999999,22.49,12.7,1.0,0.0,3.0,0.748,-14.26,0.852,0.795,0.136,0.057,0.019,22.19,0.6510416666666665,0.13337724353696692,0.4751773049645389,0.7615979381443299,0.07242693773824652,0.0035647833129602755,0.4896554182651138,0.229,0.468,Intermédiaire
28605,72322,72,223.0,228.0,15.98,11.7,1.0,0.0,0.0,0.654,-2.19,0.888,0.537,0.117,0.351,0.0,13.95,0.40625,0.3321258027334102,0.602836879432624,0.4291237113402062,0.445997458703939,0.0019108523164066342,0.4263892057323118,0.192,0.449,Intermédiaire
28606,72323,72,438.0,455.0,7.06,29.0,1.0,0.0,1.0,0.753,-3.74,0.956,0.898,0.185,0.059,0.005,62.04,0.6640625,0.306602996871398,0.8439716312056738,0.8943298969072164,0.0749682337992376,0.01156346659119603,0.4794040199895421,0.299,0.625,Tendu
28607,72324,72,503.0,518.999999999999,10.51,23.3,1.0,0.0,3.0,0.702,-3.08,0.947,0.832,0.167,0.115,0.034,47.86,0.5312499999999998,0.3174707722707064,0.8120567375886525,0.8092783505154637,0.14612452350698857,0.008717260094699593,0.49028323861686945,0.282,0.576,Intermédiaire
28608,72325,72,821.999999999999,871.000000000001,26.96,20.9,0.9,0.1,4.0,0.727,-5.63,0.877,0.749,0.126,0.128,0.056,30.49,0.5963541666666665,0.27548164004610576,0.5638297872340425,0.7023195876288659,0.16264294790343076,0.005230757496382026,0.5289207821604157,0.265,0.502,Intermédiaire
28609,72326,72,218.0,211.0,11.25,10.1,1.0,0.0,0.0,0.737,3.32,0.877,0.789,0.133,0.088,0.0,19.38,0.6223958333333333,0.4228552609912729,0.5638297872340425,0.7538659793814433,0.11181702668360864,0.003000760727970502,0.4246105514833595,0.231,0.543,Intermédiaire
28610,72327,72,268.0,298.0,10.99,14.4,1.0,0.0,0.0,0.702,-10.07,0.911,0.747,0.153,0.165,0.0,24.39,0.5312499999999998,0.20237115099621275,0.6843971631205674,0.6997422680412371,0.20965692503176622,0.0040063668314576075,0.4408131127925909,0.223,0.505,Intermédiaire
28611,72328,72,3865.0,3575.0,13.85,125.1,1.0,0.0,37.0,0.691,8.11,0.973,0.964,0.119,0.01,0.104,279.06,0.5026041666666665,0.5017289642680718,0.9042553191489362,0.9793814432989689,0.012706480304955527,0.055123673493146425,0.6508120500100966,0.423,0.649,Tendu
28612,72329,72,4042.0,4008.00000000002,28.48,66.8,0.9,0.1,42.0,0.727,0.85,0.944,0.93,0.133,0.014,0.058,141.92,0.5963541666666665,0.3821834348756793,0.8014184397163118,0.9355670103092784,0.017789072426937738,0.02759696270827186,0.6543392576367517,0.402,0.615,Tendu
28613,72330,72,447.0,429.999999999999,33.84,7.6,1.0,0.0,1.0,0.709,3.95,0.866,0.725,0.169,0.141,0.005,13.21,0.5494791666666665,0.4332290465997036,0.5248226950354611,0.6713917525773195,0.17916137229987292,0.001762319678366623,0.481002991065378,0.244,0.507,Intermédiaire
28614,72331,72,583.999999999999,570.0,11.76,26.3,1.0,0.0,7.0,0.749,2.46,0.889,0.834,0.173,0.055,0.074,49.66,0.6536458333333333,0.4086942203194468,0.6063829787234045,0.8118556701030926,0.0698856416772554,0.009078555700742863,0.5020259064881933,0.284,0.566,Intermédiaire
28615,72332,72,599.000000000001,602.0,21.99,15.0,1.0,0.0,3.0,0.737,-0.5,0.874,0.793,0.122,0.081,0.0,27.24,0.6223958333333333,0.3599538942861848,0.5531914893617023,0.759020618556701,0.10292249047013978,0.0045784182076927865,0.5040207228405313,0.266,0.528,Intermédiaire
28616,72333,72,432.0,444.0,15.13,18.8,1.0,0.0,4.0,0.609,-2.7,0.883,0.706,0.162,0.177,0.105,28.55,0.2890624999999998,0.32372797628849004,0.5851063829787235,0.6469072164948453,0.22490470139771282,0.004841361120979834,0.47831972254816235,0.208,0.435,Intermédiaire
28617,72334,72,2192.0,2312.0,12.9,103.5,0.8,0.2,42.0,0.56,-5.19,0.794,0.751,0.116,0.043,0.086,169.92,0.16145833333333348,0.28272682364564466,0.26950354609929095,0.7048969072164948,0.054637865311308764,0.03321711658005608,0.6061414784179594,0.188,0.311,Détendu
28618,72335,72,1080.0,1087.0,10.6,47.6,1.0,0.0,7.0,0.766,-0.64,0.941,0.894,0.148,0.047,0.0,101.89,0.6979166666666665,0.3576486085954224,0.7907801418439715,0.8891752577319587,0.05972045743329098,0.01956214986943178,0.550405964767888,0.345,0.628,Tendu
28619,72336,72,1229.0,1190.0,11.53,55.2,1.0,0.0,15.0,0.682,3.28,0.901,0.858,0.089,0.044,0.009,106.59,0.47916666666666674,0.42219660793676933,0.6489361702127661,0.8427835051546391,0.05590851334180432,0.02050553284076699,0.5605800647323556,0.303,0.541,Intermédiaire
28620,72337,72,831.999999999999,903.000000000001,18.11,28.4,0.9,0.1,11.0,0.653,-7.86,0.839,0.784,0.162,0.055,0.048,45.94,0.40364583333333326,0.23876173225753336,0.4290780141843973,0.7474226804123711,0.0698856416772554,0.008331878114920104,0.5298723763028924,0.219,0.412,Intermédiaire
28621,72338,72,822.0,662.999999999999,4.57,65.1,1.0,0.0,2.0,0.754,23.98,0.978,0.956,0.161,0.022,0.042,179.87,0.6666666666666665,0.7630495636423514,0.9219858156028367,0.9690721649484535,0.02795425667090216,0.035214278402350835,0.5289207821604157,0.395,0.746,Tendu
28622,72339,72,646.000000000001,693.0,16.49,17.6,1.0,0.0,1.0,0.699,-6.78,0.966,0.928,0.153,0.038,0.012,39.18,0.5234374999999998,0.2565453647291289,0.8794326241134751,0.9329896907216495,0.048284625158831,0.006975012394446485,0.5099628780767562,0.303,0.593,Intermédiaire
28623,72340,72,1237.0,1209.0,12.76,43.3,1.0,0.0,5.0,0.773,2.32,0.931,0.911,0.15,0.02,0.002,96.94,0.7161458333333335,0.40638893462868436,0.7553191489361706,0.911082474226804,0.025412960609911054,0.018568586952812785,0.5610908674112881,0.356,0.634,Tendu
28624,72341,72,603.999999999999,639.999999999999,10.99,25.7,1.0,0.0,2.0,0.768,-5.63,0.934,0.9,0.134,0.035,0.0,54.96,0.703125,0.27548164004610576,0.7659574468085109,0.8969072164948453,0.04447268106734435,0.010142370540759163,0.5046745941223519,0.306,0.606,Tendu
28625,72342,72,160.0,177.999999999999,6.28,14.4,1.0,0.0,0.0,0.779,-10.11,0.956,0.825,0.108,0.131,0.0,25.48,0.7317708333333335,0.20171249794170923,0.8439716312056738,0.8002577319587627,0.16645489199491742,0.004225151392894921,0.4003691206759036,0.245,0.611,Tendu
28626,72343,72,606.0,630.0,17.06,15.6,1.0,0.0,1.0,0.707,-3.81,0.944,0.895,0.132,0.049,0.034,35.52,0.544270833333333,0.30545035402601683,0.8014184397163118,0.8904639175257731,0.06226175349428209,0.006240377995491835,0.5049346307849971,0.294,0.582,Intermédiaire
28627,72344,72,2821.0,2897.0,14.22,87.3,1.0,0.0,17.0,0.704,-2.62,0.976,0.961,0.12,0.015,0.05,198.38,0.536458333333333,0.32504528239749714,0.9148936170212765,0.9755154639175256,0.01905972045743329,0.03892960155116247,0.6260106384954105,0.391,0.625,Tendu
28628,72345,72,339.0,342.000000000001,4.85,33.6,1.0,0.0,0.0,0.737,-0.88,0.936,0.851,0.146,0.085,0.0,69.9,0.6223958333333333,0.35369669026840117,0.773049645390071,0.8337628865979381,0.10800508259212199,0.013141124070918315,0.45926867136805716,0.274,0.597,Intermédiaire
28629,72346,72,4628.0,4462.0,21.4,111.7,0.9,0.1,42.0,0.732,3.72,0.92,0.901,0.159,0.02,0.095,216.26,0.6093749999999998,0.4294417915363083,0.7163120567375887,0.8981958762886597,0.025412960609911054,0.042518471237858964,0.6650039295613328,0.399,0.599,Intermédiaire
28630,72347,72,289.0,323.999999999999,10.77,13.1,1.0,0.0,1.0,0.773,-10.8,0.936,0.828,0.147,0.107,0.0,26.83,0.7161458333333335,0.19035073275152314,0.773049645390071,0.804123711340206,0.13595933926302414,0.004496123097427375,0.4467357990860725,0.261,0.585,Intermédiaire
28631,72348,72,132.0,139.0,6.46,11.3,1.0,0.0,0.0,0.626,-5.04,0.894,0.754,0.158,0.141,0.0,20.43,0.33333333333333326,0.28519677260003296,0.624113475177305,0.7087628865979381,0.17916137229987292,0.0032115164981624104,0.38531568039661446,0.176,0.456,Intermédiaire
28632,72349,72,521.0,489.0,11.54,22.3,1.0,0.0,3.0,0.758,6.54,0.913,0.846,0.185,0.068,0.018,45.15,0.6770833333333333,0.47587683187880786,0.6914893617021276,0.8273195876288659,0.08640406607369759,0.008173309487823334,0.49304812010376886,0.301,0.611,Tendu
28633,72350,72,3043.0,3021.0,22.79,58.3,1.0,0.0,19.0,0.73,0.73,0.945,0.93,0.146,0.015,0.028,133.52,0.6041666666666665,0.3802074757121687,0.8049645390070919,0.9355670103092784,0.01905972045743329,0.0259109165467366,0.6319772147996441,0.39,0.617,Tendu
28634,72351,72,1017.0,1080.0,33.13,14.9,1.0,0.0,9.0,0.738,-5.83,0.902,0.848,0.156,0.054,0.0,30.7,0.6249999999999998,0.27218837477358804,0.6524822695035462,0.8298969072164948,0.06861499364675985,0.005272908650420407,0.5456748292522193,0.298,0.547,Intermédiaire
28635,72352,72,143.000000000001,133.0,5.73,11.6,1.0,0.0,0.0,0.768,7.52,0.955,0.85,0.151,0.105,0.0,24.96,0.703125,0.4920138317141446,0.8404255319148937,0.8324742268041236,0.13341804320203304,0.004120777106704643,0.3915767448829554,0.26,0.664,Tendu
28636,72353,72,215.0,215.999999999999,14.31,9.5,1.0,0.0,0.0,0.732,-0.46,0.898,0.643,0.144,0.255,0.0,15.02,0.6093749999999998,0.3606125473406883,0.6382978723404258,0.5657216494845361,0.324015247776366,0.0021256224822212453,0.42352376132523367,0.224,0.53,Intermédiaire
28637,72354,72,165.0,165.0,7.31,11.8,1.0,0.0,0.0,0.762,0.0,0.895,0.826,0.17,0.07,0.0,22.57,0.6875,0.36818705746747904,0.6276595744680851,0.8015463917525771,0.0889453621346887,0.0036410568297916327,0.40277882032647966,0.23,0.572,Intermédiaire
28638,72355,72,119.0,86.0,5.99,9.8,1.0,0.0,1.0,0.769,38.37,0.862,0.706,0.17,0.156,0.0,19.87,0.7057291666666665,1.0,0.5106382978723403,0.6469072164948453,0.19822109275730623,0.003099113420726726,0.3772114403075374,0.246,0.653,Tendu
28639,72356,72,398.0,455.999999999999,17.72,14.3,1.0,0.0,0.0,0.708,-12.72,0.937,0.721,0.136,0.216,0.006,22.46,0.5468749999999998,0.1587353861353532,0.7765957446808511,0.6662371134020618,0.2744599745870394,0.0036189776538667665,0.47187648217195954,0.247,0.523,Intermédiaire
28640,72357,72,741.0,721.0,28.18,13.4,1.0,0.0,4.0,0.749,2.77,0.874,0.804,0.159,0.07,0.017,26.3,0.6536458333333333,0.41379878149184923,0.5531914893617023,0.7731958762886597,0.0889453621346887,0.004389741613425745,0.5207574825104405,0.285,0.548,Intermédiaire
28641,72358,72,1653.0,1594.0,18.99,41.0,0.9,0.1,13.0,0.644,3.7,0.902,0.85,0.167,0.052,0.112,87.05,0.38020833333333326,0.42911246500905653,0.6524822695035462,0.8324742268041236,0.06607369758576874,0.016583468317386146,0.5839165853922218,0.302,0.517,Intermédiaire
28642,72359,72,1412.0,1397.0,16.86,38.3,1.0,0.0,7.0,0.776,1.07,0.912,0.847,0.148,0.065,0.014,83.75,0.7239583333333335,0.3858060266754487,0.6879432624113475,0.8286082474226804,0.08259212198221093,0.01592109303964015,0.5715084552167881,0.345,0.604,Tendu
28643,72360,72,1639.0,1359.0,11.11,60.7,1.0,0.0,8.0,0.742,20.6,0.966,0.945,0.152,0.021,0.049,147.52,0.6354166666666665,0.7073933805368023,0.8794326241134751,0.9548969072164948,0.02668360864040661,0.028720993482628708,0.5832468336231429,0.416,0.714,Tendu
28644,72361,72,510.000000000001,456.999999999999,29.22,10.5,1.0,0.0,5.0,0.722,11.6,0.822,0.693,0.149,0.129,0.018,17.45,0.5833333333333333,0.5591964432735057,0.36879432624113484,0.6301546391752576,0.16391359593392632,0.0026133715503796613,0.4913700287749954,0.242,0.492,Intermédiaire
28645,72362,72,169.0,158.0,3.89,20.6,1.0,0.0,0.0,0.787,6.96,0.925,0.817,0.176,0.107,0.0,43.44,0.7526041666666665,0.48279268895109506,0.7340425531914896,0.7899484536082473,0.13595933926302414,0.007830078662082227,0.40465488603499095,0.259,0.64,Tendu
28646,72363,72,1669.0,1662.0,29.16,31.3,0.9,0.1,12.0,0.688,0.42,0.898,0.839,0.124,0.059,0.1,57.24,0.4947916666666665,0.3751029145397662,0.6382978723404258,0.8182989690721649,0.0749682337992376,0.010600011641747306,0.5846751090580773,0.31,0.529,Intermédiaire
28647,72364,72,1383.0,1518.0,30.14,32.2,1.0,0.0,13.0,0.671,-8.89,0.853,0.717,0.137,0.136,0.037,45.89,0.45052083333333326,0.2218014161040672,0.478723404255319,0.661082474226804,0.17280813214739518,0.008321842125863347,0.5698745460545052,0.243,0.426,Intermédiaire
28648,72366,72,304.0,322.0,26.7,8.5,1.0,0.0,2.0,0.687,-5.59,0.868,0.64,0.109,0.228,0.0,11.39,0.4921875,0.2761402931006093,0.5319148936170213,0.5618556701030928,0.28970775095298607,0.0013970096767006485,0.45070929835345386,0.204,0.453,Intermédiaire
28649,72367,72,778.0,802.0,17.15,21.1,1.0,0.0,6.0,0.728,-2.99,0.885,0.835,0.127,0.049,0.06,45.36,0.5989583333333333,0.3189527416433394,0.5921985815602837,0.813144329896907,0.06226175349428209,0.008215460641861716,0.5245915964205843,0.278,0.53,Intermédiaire
28650,72368,72,287.0,325.0,12.47,18.8,1.0,0.0,2.0,0.634,-11.69,0.855,0.667,0.101,0.188,0.0,23.02,0.3541666666666665,0.1756957022888194,0.4858156028368792,0.5966494845360825,0.2388818297331639,0.0037313807313024507,0.44619053021602106,0.173,0.388,Détendu
28651,72369,72,586.000000000001,619.0,14.81,21.3,1.0,0.0,2.0,0.675,-5.33,0.929,0.767,0.186,0.162,0.0,39.57,0.4609375,0.2804215379548823,0.74822695035461,0.7255154639175257,0.20584498094027956,0.007053293109089195,0.5022948181392056,0.263,0.524,Intermédiaire
28652,72370,72,339.0,339.000000000001,9.9,19.4,0.9,0.1,3.0,0.731,-0.0,0.849,0.766,0.162,0.084,0.0,34.24,0.6067708333333333,0.36818705746747904,0.46453900709219864,0.7242268041237113,0.10673443456162644,0.005983456675638842,0.45926867136805716,0.228,0.497,Intermédiaire
28653,72372,72,77.0,75.0,6.35,6.6,1.0,0.0,0.0,0.688,2.67,0.952,0.81,0.117,0.143,0.0,12.13,0.4947916666666665,0.4121521488555904,0.829787234042553,0.7809278350515465,0.18170266836086402,0.0015455423147406602,0.34326960751292085,0.202,0.588,Intermédiaire
28654,72373,72,2508.0,2576.0,43.62,34.3,0.9,0.1,31.0,0.704,-2.64,0.904,0.841,0.13,0.063,0.089,57.5,0.536458333333333,0.3247159558702454,0.6595744680851063,0.8208762886597938,0.08005082592121983,0.010652198784842446,0.6167478391883964,0.331,0.536,Intermédiaire
28655,72374,72,137.0,155.0,14.7,7.9,1.0,0.0,0.0,0.681,-11.61,0.829,0.635,0.152,0.195,0.014,9.32,0.4765625,0.17701300839782647,0.3936170212765955,0.5554123711340206,0.2477763659466328,0.0009815197297508866,0.388223428717334,0.151,0.389,Détendu
28656,72375,72,517.000000000001,559.0,10.34,26.2,1.0,0.0,7.0,0.782,-7.51,0.923,0.86,0.133,0.063,0.0,50.0,0.7395833333333335,0.24452494648443934,0.7269503546099294,0.8453608247422679,0.08005082592121983,0.009146800426328816,0.49244203221312594,0.292,0.593,Intermédiaire
28657,72376,72,651.0,706.0,25.46,13.5,1.0,0.0,2.0,0.767,-7.79,0.88,0.805,0.155,0.076,0.014,25.57,0.7005208333333333,0.23991437510291455,0.5744680851063828,0.7744845360824741,0.096569250317662,0.004243216173197085,0.5105694325523683,0.271,0.531,Intermédiaire
28658,72377,72,1035.0,1029.0,19.16,23.2,1.0,0.0,11.0,0.772,0.58,0.977,0.923,0.184,0.054,0.044,54.02,0.7135416666666665,0.3777375267577804,0.9184397163120566,0.9265463917525774,0.06861499364675985,0.009953693946492122,0.5470558175461919,0.37,0.676,Tendu
28659,72378,72,1383.0,1438.0,20.04,29.5,1.0,0.0,2.0,0.742,-3.82,0.961,0.946,0.152,0.015,0.0,69.01,0.6354166666666665,0.3052856907623909,0.8617021276595742,0.9561855670103092,0.01905972045743329,0.01296248346570803,0.5698745460545052,0.358,0.628,Tendu
28660,72379,72,203.0,202.0,11.48,10.7,1.0,0.0,1.0,0.766,0.5,0.772,0.699,0.148,0.073,0.0,17.68,0.6979166666666665,0.3764202206487733,0.1914893617021276,0.6378865979381442,0.09275730622617534,0.002659537100040746,0.4190201906104083,0.182,0.434,Intermédiaire
28661,72380,72,899.0,950.0,18.26,24.5,1.0,0.0,3.0,0.715,-5.37,0.924,0.873,0.155,0.051,0.031,49.23,0.5651041666666665,0.27976288490037876,0.7304964539007095,0.8621134020618555,0.06480304955527319,0.00899224619485475,0.53596773928281,0.299,0.559,Intermédiaire
28662,72381,72,1350.0,1378.0,11.44,48.1,1.0,0.0,4.0,0.78,-2.03,0.947,0.935,0.167,0.012,0.06,118.01,0.734375,0.3347604149514244,0.8120567375886525,0.9420103092783505,0.015247776365946633,0.02279775274133041,0.5679730978508676,0.365,0.643,Tendu
28663,72382,72,1526.0,1482.0,41.62,17.4,1.0,0.0,5.0,0.746,2.97,0.952,0.846,0.143,0.105,0.0,36.67,0.6458333333333333,0.4170920467643669,0.829787234042553,0.8273195876288659,0.13341804320203304,0.006471205743797258,0.5776218456944981,0.365,0.631,Tendu
28664,72383,72,131.0,124.0,3.34,18.7,1.0,0.0,0.0,0.699,5.65,0.904,0.824,0.185,0.08,0.0,39.22,0.5234374999999998,0.46122180141610414,0.6595744680851063,0.7989690721649483,0.10165184243964422,0.006983041185691891,0.3847210282361565,0.215,0.558,Intermédiaire
28665,72385,72,1734.0,1763.0,21.84,37.3,1.0,0.0,17.0,0.753,-1.64,0.947,0.913,0.173,0.034,0.037,79.4,0.6640625,0.34118228223283387,0.8120567375886525,0.9136597938144329,0.043202033036848796,0.015047961991702245,0.5876836492401311,0.367,0.624,Tendu
28666,72386,72,4187.0,4253.99999999999,27.61,70.4,0.9,0.1,27.0,0.699,-1.57,0.946,0.927,0.116,0.019,0.127,151.65,0.5234374999999998,0.34233492507821506,0.8085106382978724,0.9317010309278351,0.0241423125794155,0.02954996617871688,0.6571155624482357,0.388,0.59,Intermédiaire
32549,85001,85,2808.0,2759.00000000001,15.68,306.1,1.0,0.0,34.0,0.592,1.78,0.984,0.324,0.072,0.659,0.026,179.08,0.24479166666666652,0.3974971183928866,0.9432624113475176,0.15463917525773196,0.8373570520965693,0.03505570977525407,0.6256468362207871,0.307,0.491,Intermédiaire
32550,85002,85,2207.0,1941.0,23.22,62.7,1.0,0.0,19.0,0.73,13.7,0.95,0.69,0.127,0.261,0.038,95.05,0.6041666666666665,0.5937757286349415,0.8226950354609928,0.6262886597938143,0.3316391359593393,0.01818922656646735,0.6066785700495988,0.385,0.634,Tendu
32551,85003,85,10218.0,9314.00000000003,81.06,55.0,0.9,0.1,83.0,0.739,9.71,0.959,0.945,0.156,0.014,0.07,126.05,0.6276041666666665,0.5280750864482134,0.854609929078014,0.9548969072164948,0.017789072426937738,0.02441153978165702,0.7273991721020802,0.487,0.669,Tendu
32552,85004,85,2965.99999999999,2785.0,34.27,68.3,1.0,0.0,22.0,0.509,6.5,0.968,0.649,0.069,0.319,0.023,86.55,0.02864583333333326,0.47521817882430434,0.8865248226950353,0.5734536082474226,0.40533672172808133,0.01648310842681857,0.629958501857951,0.302,0.479,Intermédiaire
32553,85005,85,1035.0,1058.0,22.17,22.4,1.0,0.0,5.0,0.714,-2.17,0.952,0.882,0.123,0.07,0.043,46.68,0.5624999999999998,0.332455129260662,0.829787234042553,0.8737113402061856,0.0889453621346887,0.008480410752960115,0.5470558175461919,0.327,0.598,Intermédiaire
32554,85006,85,2028.0,1799.0,29.73,46.6,1.0,0.0,14.0,0.723,12.73,0.958,0.627,0.131,0.331,0.024,68.21,0.5859374999999998,0.5778033920632307,0.8510638297872339,0.5451030927835051,0.420584498094028,0.012801907640799907,0.6000172552711326,0.376,0.626,Tendu
32555,85008,85,7129.0,6430.0,52.28,59.1,1.0,0.0,52.0,0.764,10.87,0.944,0.927,0.138,0.017,0.078,136.36,0.6927083333333333,0.5471760250288161,0.8014184397163118,0.9317010309278351,0.021601016518424398,0.026480960725160426,0.6990393232683202,0.469,0.671,Tendu
32556,85009,85,1118.0,1138.0,21.16,25.7,1.0,0.0,4.0,0.733,-1.76,0.936,0.873,0.119,0.062,0.063,52.84,0.6119791666666665,0.33920632306932325,0.773049645390071,0.8621134020618555,0.07878017789072427,0.009716844604752644,0.5531281077003184,0.329,0.594,Intermédiaire
32557,85010,85,1408.0,1400.0,25.03,37.4,1.0,0.0,17.0,0.672,0.57,0.966,0.713,0.086,0.253,0.022,56.25,0.453125,0.3775728634941545,0.8794326241134751,0.6559278350515463,0.32147395171537485,0.010401299058423507,0.5712850928070611,0.327,0.572,Intermédiaire
32558,85011,85,1790.0,1752.0,12.47,269.0,1.0,0.0,18.0,0.631,2.17,0.997,0.281,0.099,0.716,0.005,143.54,0.3463541666666665,0.40391898567429607,0.9893617021276597,0.09922680412371138,0.9097839898348157,0.027922128753710803,0.590186581246269,0.31,0.526,Intermédiaire
32559,85012,85,2356.0,2193.0,27.81,103.8,0.9,0.1,31.0,0.65,7.43,0.959,0.43,0.099,0.529,0.026,84.72,0.39583333333333326,0.49053186234151164,0.854609929078014,0.2912371134020618,0.6721728081321474,0.016115791227341244,0.6118238214090682,0.328,0.536,Intermédiaire
32560,85013,85,1551.0,1393.0,11.45,57.6,1.0,0.0,5.0,0.815,11.34,0.954,0.928,0.168,0.025,0.026,135.46,0.825520833333333,0.5549151984192326,0.8368794326241131,0.9329896907216495,0.03176620076238882,0.026300312922138788,0.5789013645124195,0.415,0.716,Tendu
32561,85014,85,1161.0,1158.0,33.83,18.7,1.0,0.0,12.0,0.712,0.26,0.876,0.782,0.143,0.094,0.039,34.32,0.5572916666666665,0.37246830232175204,0.5602836879432624,0.7448453608247423,0.11944091486658195,0.005999514258129653,0.5560990993934604,0.286,0.515,Intermédiaire
32562,85015,85,1654.0,1505.0,29.06,23.3,1.0,0.0,3.0,0.777,9.9,0.961,0.922,0.141,0.039,0.057,56.92,0.7265625,0.5312036884571053,0.8617021276595742,0.9252577319587629,0.04955527318932656,0.010535781311784058,0.5839642076585638,0.405,0.693,Tendu
32563,85016,85,2366.0,2199.0,25.47,42.8,1.0,0.0,25.0,0.775,7.59,0.933,0.9,0.16,0.033,0.058,92.89,0.7213541666666665,0.4931664745595258,0.7624113475177308,0.8969072164948453,0.041931385006353246,0.017755671839215423,0.6121573995418094,0.4,0.653,Tendu
32564,85017,85,2406.0,2368.0,24.19,40.2,1.0,0.0,17.0,0.775,1.6,0.955,0.938,0.173,0.017,0.049,99.46,0.7213541666666665,0.39453317964762064,0.8404255319148937,0.9458762886597936,0.021601016518424398,0.019074400801273362,0.613477766213426,0.405,0.661,Tendu
32565,85018,85,3955.0,3924.99999999999,35.19,72.8,1.0,0.0,39.0,0.638,0.76,0.924,0.791,0.092,0.133,0.027,112.39,0.36458333333333326,0.3807014655030463,0.7304964539007095,0.7564432989690721,0.16899618805590852,0.021669707571350862,0.6526252707487387,0.338,0.518,Intermédiaire
32566,85019,85,6239.0,5932.0,38.52,69.4,1.0,0.0,56.0,0.782,5.18,0.959,0.95,0.168,0.009,0.06,161.97,0.7395833333333335,0.4534826280256875,0.854609929078014,0.9613402061855669,0.011435832274459974,0.03162139432003164,0.6885340313781795,0.47,0.683,Tendu
32567,85020,85,4059.0,4028.99999999999,50.01,38.8,1.0,0.0,30.0,0.748,0.74,0.934,0.885,0.136,0.049,0.035,81.16,0.6510416666666665,0.3803721389757945,0.7659574468085109,0.8775773195876289,0.06226175349428209,0.015401228806500107,0.6546698634861196,0.401,0.612,Tendu
32568,85022,85,1320.0,1209.0,27.37,33.3,1.0,0.0,5.0,0.651,9.18,0.956,0.665,0.111,0.291,0.015,48.23,0.3984375,0.5193479334760416,0.8439716312056738,0.5940721649484536,0.3697585768742058,0.008791526413719598,0.5662037636834583,0.323,0.57,Intermédiaire
32569,85023,85,449.0,420.0,10.79,19.8,1.0,0.0,1.0,0.683,6.9,0.966,0.86,0.124,0.106,0.05,41.61,0.48177083333333326,0.4818047093693397,0.8794326241134751,0.8453608247422679,0.13468869123252858,0.007462761462604901,0.48135395394974384,0.298,0.619,Tendu
32570,85024,85,2215.0,1991.0,41.89,25.1,1.0,0.0,15.0,0.747,11.25,0.956,0.884,0.14,0.072,0.018,52.88,0.6484374999999998,0.5534332290465998,0.8439716312056738,0.8762886597938144,0.09148665819567979,0.00972487339599805,0.6069635289036567,0.406,0.668,Tendu
32571,85025,85,2295.0,2261.00000000001,29.1,36.1,1.0,0.0,12.0,0.791,1.5,0.948,0.922,0.156,0.026,0.052,78.87,0.7630208333333335,0.39288654701136183,0.8156028368794326,0.9252577319587629,0.03303684879288437,0.014941580507700615,0.6097578301571299,0.403,0.662,Tendu
